responden_id,pandangan_tentang_selingkuh,religiusitas_pribadi,toleransi_selingkuh,nilai_kesetiaan
1406,salah_total,tinggi,nol,kuat
1407,salah_total,rendah,nol,kuat
1408,salah_total,rendah,nol,kuat
1409,manusiawi,rendah,nol,kuat
1410,salah_total,rendah,nol,kuat
1411,manusiawi,rendah,nol,kuat
1412,salah_total,rendah,nol,lemah
1413,salah_total,tinggi,nol,kuat
1414,salah_total,rendah,rendah,kuat
1415,manusiawi,rendah,rendah,lemah
1416,manusiawi,tinggi,nol,kuat
1417,salah_total,rendah,rendah,lemah
1418,salah_total,rendah,tinggi,kuat
1419,salah_total,tinggi,tinggi,kuat
1420,manusiawi,tinggi,nol,lemah
1421,manusiawi,tinggi,nol,kuat
1422,salah_total,rendah,nol,lemah
1423,salah_total,tinggi,nol,kuat
1424,salah_total,rendah,nol,lemah
1425,manusiawi,rendah,tinggi,kuat
1426,salah_total,rendah,nol,kuat
1427,salah_total,tinggi,rendah,kuat
1428,salah_total,rendah,nol,kuat
1429,salah_total,tinggi,nol,lemah
1430,manusiawi,tinggi,tinggi,kuat
1431,salah_total,rendah,nol,kuat
1432,salah_total,rendah,nol,kuat
1433,manusiawi,tinggi,rendah,kuat
1434,salah_total,rendah,rendah,lemah
1435,salah_total,tinggi,nol,kuat
1436,manusiawi,tinggi,nol,kuat
1437,manusiawi,rendah,nol,kuat
1438,salah_total,tinggi,nol,kuat
1439,salah_total,tinggi,nol,kuat
1440,manusiawi,tinggi,nol,lemah
1441,salah_total,rendah,nol,kuat
1442,manusiawi,rendah,rendah,kuat
1443,salah_total,tinggi,rendah,lemah
1444,salah_total,tinggi,tinggi,lemah
1445,manusiawi,tinggi,rendah,lemah
1446,salah_total,tinggi,nol,lemah
1447,salah_total,tinggi,nol,kuat
1448,salah_total,tinggi,rendah,kuat
1449,salah_total,rendah,nol,kuat
1450,salah_total,rendah,rendah,kuat
1451,salah_total,tinggi,nol,kuat
1452,salah_total,rendah,rendah,lemah
1453,salah_total,tinggi,tinggi,kuat
1454,salah_total,tinggi,nol,kuat
1455,manusiawi,rendah,rendah,kuat
1456,salah_total,rendah,nol,kuat
1457,salah_total,tinggi,nol,kuat
1458,salah_total,rendah,nol,lemah
1459,salah_total,rendah,nol,lemah
1460,salah_total,tinggi,rendah,kuat
1461,salah_total,rendah,rendah,kuat
1462,salah_total,rendah,nol,kuat
1463,salah_total,tinggi,nol,kuat
1464,manusiawi,rendah,nol,lemah
1465,salah_total,tinggi,tinggi,lemah
1466,manusiawi,rendah,rendah,lemah
1467,salah_total,tinggi,tinggi,lemah
1468,salah_total,rendah,nol,lemah
1469,salah_total,rendah,nol,kuat
1470,salah_total,tinggi,rendah,lemah
1471,salah_total,tinggi,nol,kuat
1472,manusiawi,rendah,nol,lemah
1473,salah_total,rendah,nol,lemah
1474,salah_total,rendah,rendah,kuat
1475,manusiawi,tinggi,rendah,lemah
1476,salah_total,tinggi,nol,kuat
1477,salah_total,rendah,rendah,lemah
1478,salah_total,rendah,rendah,kuat
1479,salah_total,tinggi,nol,kuat
1480,manusiawi,tinggi,rendah,kuat
1481,salah_total,rendah,nol,kuat
1482,manusiawi,rendah,tinggi,kuat
1483,salah_total,tinggi,nol,kuat
1484,salah_total,tinggi,nol,kuat
1485,salah_total,rendah,rendah,kuat
1486,salah_total,rendah,nol,lemah
1487,salah_total,tinggi,rendah,kuat
1488,salah_total,tinggi,nol,kuat
1489,salah_total,tinggi,rendah,kuat
1490,salah_total,rendah,nol,kuat
1491,manusiawi,tinggi,rendah,lemah
1492,salah_total,tinggi,nol,kuat
1493,manusiawi,rendah,tinggi,kuat
1494,manusiawi,rendah,nol,kuat
1495,salah_total,rendah,nol,kuat
1496,salah_total,tinggi,nol,kuat
1497,salah_total,tinggi,tinggi,kuat
1498,salah_total,tinggi,rendah,kuat
1499,salah_total,tinggi,nol,kuat
1500,salah_total,tinggi,tinggi,lemah
1501,salah_total,rendah,tinggi,lemah
1502,salah_total,rendah,nol,kuat
1503,salah_total,rendah,nol,kuat
1504,salah_total,rendah,nol,kuat
1505,salah_total,tinggi,nol,kuat
1506,salah_total,rendah,nol,lemah
1507,manusiawi,tinggi,tinggi,lemah
1508,salah_total,tinggi,nol,kuat
1509,manusiawi,tinggi,rendah,kuat
1510,salah_total,tinggi,tinggi,kuat
1511,salah_total,rendah,rendah,kuat
1512,salah_total,rendah,nol,kuat
1513,salah_total,tinggi,rendah,lemah
1514,manusiawi,rendah,rendah,lemah
1515,manusiawi,rendah,nol,lemah
1516,manusiawi,tinggi,rendah,kuat
1517,salah_total,tinggi,nol,kuat
1518,salah_total,rendah,nol,lemah
1519,salah_total,rendah,rendah,kuat
1520,manusiawi,rendah,nol,kuat
1521,salah_total,tinggi,tinggi,kuat
1522,manusiawi,tinggi,rendah,kuat
1523,salah_total,rendah,rendah,kuat
1524,manusiawi,tinggi,nol,kuat
1525,salah_total,tinggi,nol,lemah
1526,salah_total,tinggi,rendah,kuat
1527,salah_total,rendah,rendah,kuat
1528,manusiawi,rendah,nol,lemah
1529,manusiawi,tinggi,nol,lemah
1530,manusiawi,tinggi,rendah,kuat
1531,salah_total,tinggi,rendah,kuat
1532,salah_total,tinggi,rendah,kuat
1533,manusiawi,rendah,nol,lemah
1534,salah_total,tinggi,rendah,lemah
1535,salah_total,tinggi,rendah,kuat
1536,manusiawi,rendah,nol,lemah
1537,salah_total,tinggi,nol,kuat
1538,salah_total,rendah,nol,kuat
1539,salah_total,rendah,nol,kuat
1540,salah_total,tinggi,rendah,kuat
1541,salah_total,tinggi,nol,kuat
1542,salah_total,tinggi,nol,kuat
1543,salah_total,tinggi,rendah,kuat
1544,manusiawi,rendah,nol,kuat
1545,manusiawi,rendah,nol,kuat
1546,manusiawi,tinggi,rendah,lemah
1547,salah_total,rendah,rendah,kuat
1548,salah_total,tinggi,rendah,lemah
1549,salah_total,tinggi,rendah,kuat
1550,manusiawi,tinggi,rendah,lemah
1551,salah_total,rendah,rendah,kuat
1552,salah_total,tinggi,rendah,kuat
1553,salah_total,tinggi,rendah,kuat
1554,salah_total,rendah,rendah,kuat
1555,salah_total,tinggi,tinggi,kuat
1556,manusiawi,rendah,nol,kuat
1557,salah_total,tinggi,nol,lemah
1558,manusiawi,tinggi,rendah,lemah
1559,salah_total,tinggi,rendah,kuat
1560,salah_total,rendah,rendah,lemah
1561,manusiawi,tinggi,tinggi,kuat
1562,salah_total,tinggi,nol,lemah
1563,salah_total,tinggi,tinggi,kuat
1564,salah_total,rendah,nol,kuat
1565,salah_total,rendah,tinggi,kuat
1566,salah_total,rendah,rendah,kuat
1567,salah_total,rendah,nol,kuat
1568,manusiawi,tinggi,rendah,kuat
1569,salah_total,rendah,nol,lemah
1570,salah_total,tinggi,nol,kuat
1571,manusiawi,tinggi,nol,kuat
1572,salah_total,rendah,nol,kuat
1573,salah_total,rendah,rendah,kuat
1574,salah_total,rendah,nol,kuat
1575,manusiawi,tinggi,tinggi,kuat
1576,manusiawi,tinggi,nol,kuat
1577,salah_total,tinggi,rendah,kuat
1578,salah_total,tinggi,tinggi,kuat
1579,manusiawi,rendah,nol,kuat
1580,salah_total,tinggi,nol,kuat
1581,manusiawi,tinggi,nol,kuat
1582,manusiawi,rendah,tinggi,lemah
1583,salah_total,tinggi,rendah,kuat
1584,manusiawi,tinggi,nol,kuat
1585,salah_total,rendah,nol,kuat
1586,manusiawi,tinggi,rendah,lemah
1587,salah_total,tinggi,rendah,kuat
1588,salah_total,tinggi,nol,kuat
1589,manusiawi,tinggi,rendah,kuat
1590,salah_total,rendah,tinggi,kuat
1591,manusiawi,rendah,nol,kuat
1592,manusiawi,rendah,nol,kuat
1593,salah_total,tinggi,rendah,kuat
1594,salah_total,tinggi,rendah,kuat
1595,manusiawi,tinggi,tinggi,kuat
1596,salah_total,tinggi,tinggi,lemah
1597,salah_total,rendah,nol,kuat
1598,salah_total,rendah,rendah,lemah
1599,manusiawi,tinggi,rendah,kuat
1600,manusiawi,tinggi,nol,kuat
1601,salah_total,tinggi,nol,kuat
1602,manusiawi,tinggi,rendah,lemah
1603,manusiawi,tinggi,nol,lemah
1604,salah_total,tinggi,nol,kuat
1605,salah_total,rendah,nol,lemah
1606,salah_total,rendah,rendah,kuat
1607,salah_total,tinggi,nol,lemah
1608,salah_total,tinggi,tinggi,lemah
1609,salah_total,tinggi,nol,lemah
1610,manusiawi,rendah,tinggi,kuat
1611,salah_total,tinggi,nol,kuat
1612,manusiawi,tinggi,rendah,kuat
1613,salah_total,rendah,nol,kuat
1614,salah_total,rendah,rendah,kuat
1615,salah_total,tinggi,rendah,kuat
1616,manusiawi,rendah,rendah,kuat
1617,salah_total,tinggi,rendah,kuat
1618,salah_total,rendah,nol,kuat
1619,manusiawi,rendah,rendah,kuat
1620,salah_total,tinggi,tinggi,lemah
1621,manusiawi,tinggi,rendah,kuat
1622,salah_total,rendah,tinggi,lemah
1623,manusiawi,tinggi,nol,kuat
1624,salah_total,rendah,rendah,kuat
1625,salah_total,tinggi,rendah,kuat
1626,salah_total,rendah,rendah,kuat
1627,salah_total,tinggi,rendah,kuat
1628,manusiawi,tinggi,nol,kuat
1629,salah_total,rendah,rendah,lemah
1630,manusiawi,tinggi,tinggi,lemah
1631,salah_total,rendah,nol,kuat
1632,manusiawi,tinggi,tinggi,kuat
1633,salah_total,tinggi,nol,kuat
1634,salah_total,rendah,nol,kuat
1635,salah_total,rendah,nol,kuat
1636,manusiawi,rendah,rendah,kuat
1637,salah_total,rendah,nol,kuat
1638,salah_total,rendah,rendah,kuat
1639,manusiawi,rendah,nol,kuat
1640,salah_total,rendah,nol,lemah
1641,salah_total,tinggi,nol,lemah
1642,manusiawi,rendah,nol,kuat
1643,salah_total,rendah,nol,kuat
1644,manusiawi,rendah,nol,kuat
1645,salah_total,tinggi,nol,lemah
1646,salah_total,tinggi,tinggi,lemah
1647,manusiawi,rendah,rendah,kuat
1648,manusiawi,tinggi,nol,kuat
1649,salah_total,tinggi,nol,lemah
1650,salah_total,tinggi,nol,kuat
1651,salah_total,tinggi,rendah,lemah
1652,manusiawi,rendah,tinggi,kuat
1653,manusiawi,tinggi,tinggi,kuat
1654,salah_total,tinggi,nol,kuat
1655,manusiawi,tinggi,nol,kuat
1656,salah_total,rendah,tinggi,kuat
1657,salah_total,rendah,nol,lemah
1658,salah_total,tinggi,rendah,kuat
1659,salah_total,tinggi,nol,kuat
1660,manusiawi,tinggi,rendah,kuat
1661,salah_total,rendah,nol,lemah
1662,manusiawi,tinggi,rendah,kuat
1663,manusiawi,tinggi,nol,kuat
1664,salah_total,tinggi,nol,kuat
1665,manusiawi,tinggi,nol,kuat
1666,salah_total,tinggi,nol,lemah
1667,manusiawi,rendah,nol,kuat
1668,manusiawi,rendah,nol,lemah
1669,manusiawi,tinggi,nol,lemah
1670,manusiawi,tinggi,tinggi,kuat
1671,salah_total,rendah,nol,lemah
1672,salah_total,tinggi,tinggi,lemah
1673,manusiawi,tinggi,nol,lemah
1674,salah_total,tinggi,nol,kuat
1675,manusiawi,rendah,rendah,lemah
1676,manusiawi,rendah,nol,kuat
1677,salah_total,tinggi,rendah,lemah
1678,salah_total,tinggi,nol,kuat
1679,salah_total,tinggi,rendah,kuat
1680,salah_total,tinggi,tinggi,kuat
1681,salah_total,tinggi,tinggi,kuat
1682,manusiawi,rendah,nol,lemah
1683,salah_total,tinggi,nol,lemah
1684,salah_total,tinggi,nol,kuat
1685,salah_total,rendah,rendah,kuat
1686,salah_total,rendah,tinggi,kuat
1687,manusiawi,tinggi,nol,kuat
1688,salah_total,rendah,rendah,kuat
1689,salah_total,tinggi,rendah,lemah
1690,manusiawi,rendah,rendah,lemah
1691,salah_total,tinggi,rendah,kuat
1692,salah_total,tinggi,nol,kuat
1693,manusiawi,tinggi,rendah,kuat
1694,salah_total,tinggi,nol,kuat
1695,salah_total,tinggi,rendah,lemah
1696,manusiawi,tinggi,nol,kuat
1697,salah_total,tinggi,tinggi,kuat
1698,salah_total,tinggi,rendah,kuat
1699,manusiawi,tinggi,rendah,kuat
1700,manusiawi,tinggi,nol,kuat
1701,salah_total,tinggi,rendah,kuat
1702,salah_total,tinggi,tinggi,lemah
1703,salah_total,tinggi,rendah,kuat
1704,manusiawi,tinggi,tinggi,kuat
1705,manusiawi,rendah,nol,lemah
1706,salah_total,tinggi,rendah,kuat
1707,salah_total,rendah,nol,lemah
1708,salah_total,tinggi,nol,kuat
1709,manusiawi,tinggi,rendah,kuat
1710,salah_total,tinggi,rendah,kuat
1711,salah_total,rendah,nol,lemah
1712,salah_total,rendah,rendah,kuat
1713,salah_total,tinggi,nol,lemah
1714,salah_total,tinggi,rendah,kuat
1715,salah_total,rendah,rendah,kuat
1716,salah_total,rendah,nol,kuat
1717,manusiawi,rendah,rendah,kuat
1718,salah_total,tinggi,nol,lemah
1719,manusiawi,tinggi,rendah,lemah
1720,manusiawi,tinggi,nol,kuat
1721,salah_total,tinggi,nol,kuat
1722,salah_total,tinggi,nol,lemah
1723,manusiawi,rendah,tinggi,lemah
1724,salah_total,tinggi,nol,kuat
1725,manusiawi,tinggi,nol,kuat
1726,salah_total,tinggi,nol,lemah
1727,salah_total,tinggi,nol,kuat
1728,salah_total,tinggi,nol,kuat
1729,salah_total,rendah,nol,kuat
1730,manusiawi,rendah,nol,kuat
1731,salah_total,tinggi,nol,kuat
1732,salah_total,rendah,nol,kuat
1733,salah_total,rendah,nol,kuat
1734,salah_total,rendah,nol,lemah
1735,salah_total,tinggi,rendah,kuat
1736,salah_total,rendah,rendah,kuat
1737,salah_total,rendah,rendah,lemah
1738,salah_total,tinggi,nol,kuat
1739,manusiawi,tinggi,rendah,kuat
1740,salah_total,rendah,tinggi,lemah
1741,salah_total,tinggi,rendah,kuat
1742,salah_total,rendah,nol,kuat
1743,manusiawi,tinggi,rendah,kuat
1744,salah_total,tinggi,nol,kuat
1745,manusiawi,rendah,nol,lemah
1746,manusiawi,tinggi,rendah,kuat
1747,manusiawi,tinggi,rendah,kuat
1748,manusiawi,tinggi,nol,kuat
1749,manusiawi,tinggi,nol,lemah
1750,salah_total,rendah,rendah,lemah
1751,manusiawi,rendah,nol,kuat
1752,salah_total,tinggi,nol,kuat
1753,salah_total,tinggi,rendah,lemah
1754,manusiawi,tinggi,tinggi,kuat
1755,salah_total,rendah,tinggi,kuat
1756,salah_total,tinggi,nol,lemah
1757,manusiawi,tinggi,nol,kuat
1758,salah_total,rendah,rendah,kuat
1759,salah_total,rendah,rendah,kuat
1760,salah_total,tinggi,rendah,kuat
1761,manusiawi,rendah,nol,kuat
1762,manusiawi,tinggi,rendah,kuat
1763,manusiawi,tinggi,rendah,kuat
1764,salah_total,rendah,nol,lemah
1765,salah_total,tinggi,nol,kuat
1766,manusiawi,rendah,rendah,kuat
1767,manusiawi,tinggi,nol,kuat
1768,salah_total,tinggi,rendah,kuat
1769,salah_total,tinggi,nol,kuat
1770,salah_total,rendah,nol,kuat
1771,manusiawi,tinggi,tinggi,kuat
1772,manusiawi,tinggi,rendah,kuat
1773,salah_total,tinggi,nol,kuat
1774,salah_total,tinggi,rendah,kuat
1775,salah_total,rendah,rendah,kuat
1776,manusiawi,rendah,nol,lemah
1777,manusiawi,tinggi,tinggi,kuat
1778,salah_total,tinggi,nol,kuat
1779,salah_total,rendah,tinggi,lemah
1780,salah_total,rendah,nol,kuat
1781,salah_total,tinggi,rendah,kuat
1782,manusiawi,tinggi,nol,kuat
1783,salah_total,tinggi,tinggi,kuat
1784,manusiawi,tinggi,nol,kuat
1785,salah_total,tinggi,nol,lemah
1786,salah_total,rendah,rendah,kuat
1787,manusiawi,tinggi,nol,kuat
1788,manusiawi,rendah,tinggi,kuat
1789,manusiawi,tinggi,nol,kuat
1790,manusiawi,rendah,rendah,kuat
1791,salah_total,rendah,rendah,kuat
1792,salah_total,tinggi,nol,kuat
1793,manusiawi,tinggi,rendah,lemah
1794,salah_total,tinggi,rendah,kuat
1795,salah_total,rendah,nol,kuat
1796,manusiawi,tinggi,nol,kuat
1797,manusiawi,rendah,nol,lemah
1798,manusiawi,tinggi,rendah,kuat
1799,salah_total,rendah,nol,kuat
1800,manusiawi,tinggi,nol,lemah
1801,manusiawi,tinggi,tinggi,lemah
1802,manusiawi,tinggi,nol,kuat
1803,salah_total,tinggi,tinggi,kuat
1804,salah_total,rendah,tinggi,lemah
1805,manusiawi,tinggi,rendah,kuat
1806,manusiawi,rendah,nol,kuat
1807,salah_total,rendah,tinggi,kuat
1808,salah_total,rendah,nol,kuat
1809,manusiawi,tinggi,nol,kuat
1810,manusiawi,tinggi,tinggi,kuat
1811,salah_total,tinggi,nol,kuat
1812,salah_total,tinggi,rendah,kuat
1813,manusiawi,tinggi,nol,kuat
1814,salah_total,tinggi,nol,kuat
1815,salah_total,tinggi,rendah,lemah
1816,salah_total,tinggi,tinggi,kuat
1817,salah_total,tinggi,nol,kuat
1818,manusiawi,rendah,nol,kuat
1819,manusiawi,rendah,nol,kuat
1820,manusiawi,tinggi,nol,kuat
1821,manusiawi,rendah,nol,kuat
1822,salah_total,tinggi,nol,lemah
1823,salah_total,tinggi,rendah,kuat
1824,salah_total,tinggi,nol,kuat
1825,manusiawi,tinggi,nol,lemah
1826,salah_total,tinggi,nol,lemah
1827,salah_total,tinggi,tinggi,lemah
1828,salah_total,rendah,nol,kuat
1829,manusiawi,tinggi,nol,lemah
1830,manusiawi,tinggi,rendah,kuat
1831,salah_total,tinggi,nol,kuat
1832,manusiawi,tinggi,rendah,kuat
1833,manusiawi,tinggi,nol,lemah
1834,salah_total,tinggi,nol,kuat
1835,salah_total,rendah,nol,kuat
1836,salah_total,tinggi,rendah,kuat
1837,manusiawi,rendah,nol,lemah
1838,salah_total,rendah,nol,kuat
1839,salah_total,rendah,rendah,kuat
1840,salah_total,tinggi,nol,kuat
1841,manusiawi,tinggi,rendah,lemah
1842,manusiawi,tinggi,rendah,kuat
1843,salah_total,rendah,rendah,kuat
1844,salah_total,rendah,nol,kuat
1845,manusiawi,tinggi,nol,kuat
1846,manusiawi,rendah,rendah,kuat
1847,manusiawi,rendah,tinggi,lemah
1848,manusiawi,tinggi,rendah,kuat
1849,manusiawi,rendah,nol,kuat
1850,salah_total,rendah,rendah,lemah
1851,salah_total,tinggi,rendah,lemah
1852,salah_total,tinggi,tinggi,lemah
1853,manusiawi,tinggi,nol,kuat
1854,salah_total,rendah,nol,kuat
1855,salah_total,rendah,tinggi,lemah
1856,salah_total,rendah,nol,lemah
1857,manusiawi,rendah,rendah,kuat
1858,salah_total,rendah,rendah,lemah
1859,salah_total,rendah,rendah,kuat
1860,salah_total,tinggi,rendah,lemah
1861,salah_total,tinggi,nol,lemah
1862,manusiawi,rendah,rendah,kuat
1863,manusiawi,rendah,rendah,lemah
1864,salah_total,tinggi,tinggi,kuat
1865,salah_total,tinggi,nol,lemah
1866,manusiawi,rendah,nol,kuat
1867,salah_total,rendah,nol,lemah
1868,salah_total,tinggi,rendah,kuat
1869,salah_total,rendah,nol,lemah
1870,manusiawi,tinggi,nol,kuat
1871,manusiawi,tinggi,nol,kuat
1872,salah_total,tinggi,rendah,kuat
1873,manusiawi,rendah,nol,lemah
1874,manusiawi,tinggi,nol,kuat
1875,manusiawi,tinggi,nol,lemah
1876,salah_total,rendah,nol,lemah
1877,salah_total,rendah,nol,lemah
1878,salah_total,tinggi,rendah,kuat
1879,manusiawi,tinggi,rendah,kuat
1880,salah_total,tinggi,rendah,lemah
1881,salah_total,tinggi,nol,kuat
1882,salah_total,rendah,nol,lemah
1883,salah_total,tinggi,rendah,kuat
1884,salah_total,rendah,nol,kuat
1885,salah_total,rendah,rendah,lemah
1886,salah_total,rendah,tinggi,lemah
1887,salah_total,tinggi,nol,kuat
1888,salah_total,tinggi,nol,kuat
1889,salah_total,rendah,nol,lemah
1890,manusiawi,tinggi,nol,kuat
1891,salah_total,tinggi,tinggi,kuat
1892,salah_total,rendah,nol,kuat
1893,manusiawi,rendah,nol,kuat
1894,salah_total,rendah,tinggi,kuat
1895,manusiawi,tinggi,nol,kuat
1896,salah_total,tinggi,tinggi,lemah
1897,manusiawi,tinggi,nol,lemah
1898,salah_total,rendah,tinggi,kuat
1899,salah_total,tinggi,nol,kuat
1900,salah_total,tinggi,nol,lemah
1901,salah_total,tinggi,nol,kuat
1902,salah_total,rendah,nol,lemah
1903,salah_total,tinggi,nol,kuat
1904,salah_total,tinggi,nol,kuat
1905,manusiawi,tinggi,rendah,kuat
1906,salah_total,tinggi,rendah,kuat
1907,salah_total,rendah,rendah,kuat
1908,salah_total,rendah,rendah,kuat
1909,manusiawi,tinggi,nol,kuat
1910,salah_total,rendah,nol,lemah
1911,salah_total,rendah,nol,kuat
1912,salah_total,rendah,nol,kuat
1913,manusiawi,rendah,rendah,kuat
1914,manusiawi,rendah,rendah,kuat
1915,salah_total,tinggi,rendah,lemah
1916,salah_total,tinggi,tinggi,kuat
1917,manusiawi,rendah,rendah,lemah
1918,salah_total,tinggi,tinggi,kuat
1919,salah_total,tinggi,nol,kuat
1920,salah_total,tinggi,tinggi,lemah
1921,salah_total,tinggi,nol,lemah
1922,salah_total,tinggi,nol,kuat
1923,manusiawi,rendah,rendah,kuat
1924,salah_total,tinggi,nol,kuat
1925,salah_total,tinggi,nol,kuat
1926,salah_total,rendah,nol,kuat
1927,salah_total,tinggi,rendah,lemah
1928,salah_total,tinggi,tinggi,lemah
1929,manusiawi,rendah,nol,kuat
1930,manusiawi,tinggi,tinggi,kuat
1931,salah_total,rendah,rendah,kuat
1932,manusiawi,rendah,nol,lemah
1933,salah_total,tinggi,rendah,kuat
1934,salah_total,tinggi,tinggi,lemah
1935,salah_total,tinggi,rendah,kuat
1936,salah_total,tinggi,nol,kuat
1937,manusiawi,rendah,nol,kuat
1938,salah_total,rendah,rendah,kuat
1939,manusiawi,tinggi,nol,kuat
1940,salah_total,rendah,nol,kuat
1941,manusiawi,tinggi,nol,lemah
1942,manusiawi,rendah,rendah,lemah
1943,salah_total,tinggi,nol,kuat
1944,salah_total,tinggi,rendah,lemah
1945,manusiawi,rendah,rendah,lemah
1946,salah_total,tinggi,nol,lemah
1947,salah_total,tinggi,nol,kuat
1948,salah_total,tinggi,tinggi,kuat
1949,salah_total,tinggi,rendah,kuat
1950,salah_total,rendah,rendah,kuat
1951,manusiawi,rendah,nol,lemah
1952,salah_total,tinggi,nol,lemah
1953,salah_total,tinggi,rendah,lemah
1954,salah_total,tinggi,rendah,kuat
1955,salah_total,rendah,nol,kuat
1956,manusiawi,rendah,nol,kuat
1957,salah_total,tinggi,nol,kuat
1958,salah_total,tinggi,nol,kuat
1959,salah_total,tinggi,tinggi,kuat
1960,manusiawi,tinggi,nol,kuat
1961,manusiawi,tinggi,nol,kuat
1962,salah_total,rendah,rendah,kuat
1963,manusiawi,tinggi,rendah,lemah
1964,salah_total,tinggi,rendah,kuat
1965,salah_total,tinggi,rendah,lemah
1966,salah_total,rendah,nol,lemah
1967,manusiawi,rendah,tinggi,kuat
1968,manusiawi,rendah,nol,lemah
1969,salah_total,tinggi,nol,kuat
1970,manusiawi,rendah,nol,lemah
1971,salah_total,tinggi,rendah,lemah
1972,salah_total,rendah,nol,lemah
1973,manusiawi,rendah,nol,kuat
1974,manusiawi,tinggi,nol,lemah
1975,salah_total,tinggi,nol,lemah
1976,manusiawi,rendah,nol,lemah
1977,manusiawi,rendah,nol,kuat
1978,salah_total,tinggi,nol,kuat
1979,salah_total,rendah,nol,kuat
1980,salah_total,tinggi,nol,lemah
1981,manusiawi,rendah,rendah,kuat
1982,salah_total,tinggi,nol,lemah
1983,salah_total,rendah,nol,kuat
1984,salah_total,rendah,rendah,kuat
1985,salah_total,tinggi,tinggi,kuat
1986,manusiawi,rendah,rendah,lemah
1987,manusiawi,tinggi,nol,kuat
1988,salah_total,tinggi,rendah,kuat
1989,salah_total,rendah,nol,kuat
1990,salah_total,tinggi,nol,kuat
1991,manusiawi,tinggi,nol,lemah
1992,manusiawi,tinggi,tinggi,kuat
1993,manusiawi,tinggi,rendah,kuat
1994,salah_total,rendah,nol,kuat
1995,salah_total,rendah,tinggi,kuat
1996,manusiawi,rendah,nol,kuat
1997,manusiawi,tinggi,nol,kuat
1998,manusiawi,rendah,rendah,kuat
1999,salah_total,rendah,rendah,kuat
2000,salah_total,tinggi,nol,kuat
2001,salah_total,tinggi,nol,kuat
2002,salah_total,tinggi,nol,kuat
2003,salah_total,tinggi,rendah,kuat
2004,salah_total,tinggi,nol,kuat
2005,manusiawi,rendah,rendah,kuat
2006,salah_total,tinggi,nol,lemah
2007,salah_total,rendah,nol,kuat
2008,manusiawi,tinggi,nol,kuat
2009,salah_total,rendah,tinggi,lemah
2010,salah_total,tinggi,rendah,kuat
2011,manusiawi,rendah,rendah,kuat
2012,salah_total,tinggi,rendah,kuat
2013,salah_total,tinggi,tinggi,lemah
2014,manusiawi,rendah,nol,lemah
2015,salah_total,rendah,rendah,lemah
2016,manusiawi,rendah,rendah,kuat
2017,manusiawi,tinggi,rendah,lemah
2018,salah_total,tinggi,tinggi,lemah
2019,salah_total,rendah,rendah,lemah
2020,salah_total,rendah,rendah,kuat
2021,salah_total,tinggi,nol,kuat
2022,salah_total,tinggi,nol,lemah
2023,salah_total,rendah,nol,kuat
2024,manusiawi,tinggi,tinggi,lemah
2025,salah_total,tinggi,nol,kuat
2026,salah_total,rendah,rendah,kuat
2027,manusiawi,tinggi,nol,lemah
2028,manusiawi,rendah,rendah,kuat
2029,salah_total,tinggi,nol,lemah
2030,manusiawi,tinggi,rendah,kuat
2031,salah_total,tinggi,rendah,kuat
2032,manusiawi,tinggi,nol,kuat
2033,salah_total,tinggi,rendah,kuat
2034,salah_total,tinggi,nol,lemah
2035,salah_total,rendah,rendah,kuat
2036,salah_total,rendah,nol,kuat
2037,salah_total,tinggi,rendah,kuat
2038,salah_total,rendah,nol,kuat
2039,salah_total,rendah,nol,lemah
2040,manusiawi,tinggi,nol,kuat
2041,manusiawi,rendah,rendah,kuat
2042,salah_total,tinggi,rendah,lemah
2043,manusiawi,rendah,nol,kuat
2044,manusiawi,tinggi,tinggi,kuat
2045,salah_total,tinggi,nol,kuat
2046,salah_total,tinggi,nol,kuat
2047,manusiawi,rendah,nol,kuat
2048,salah_total,tinggi,nol,lemah
2049,salah_total,tinggi,nol,kuat
2050,salah_total,tinggi,nol,lemah
2051,salah_total,rendah,nol,kuat
2052,manusiawi,rendah,tinggi,lemah
2053,manusiawi,rendah,nol,lemah
2054,salah_total,tinggi,nol,kuat
2055,manusiawi,tinggi,nol,kuat
2056,salah_total,tinggi,nol,kuat
2057,salah_total,rendah,nol,kuat
2058,salah_total,tinggi,rendah,kuat
2059,salah_total,tinggi,rendah,kuat
2060,salah_total,tinggi,nol,kuat
2061,manusiawi,tinggi,nol,kuat
2062,salah_total,tinggi,rendah,kuat
2063,manusiawi,rendah,rendah,kuat
2064,salah_total,tinggi,nol,kuat
2065,salah_total,rendah,nol,kuat
2066,manusiawi,tinggi,rendah,kuat
2067,salah_total,tinggi,nol,kuat
2068,salah_total,tinggi,tinggi,lemah
2069,salah_total,rendah,nol,kuat
2070,salah_total,tinggi,rendah,kuat
2071,salah_total,rendah,nol,lemah
2072,manusiawi,tinggi,rendah,lemah
2073,salah_total,tinggi,nol,kuat
2074,salah_total,rendah,nol,kuat
2075,manusiawi,tinggi,rendah,lemah
2076,manusiawi,tinggi,nol,kuat
2077,salah_total,tinggi,nol,kuat
2078,manusiawi,tinggi,rendah,kuat
2079,manusiawi,tinggi,nol,kuat
2080,salah_total,tinggi,rendah,kuat
2081,salah_total,tinggi,nol,kuat
2082,salah_total,tinggi,rendah,kuat
2083,manusiawi,rendah,rendah,lemah
2084,salah_total,rendah,nol,lemah
