responden_id,status_hubungan,lama_hubungan_tahun,punya_anak,rencana_masa_depan_bersama,ketergantungan_emosional
1156,pacaran,6.5,tidak,jelas,rendah
1157,menikah,3.6,tidak,tidak_jelas,tinggi
1158,pacaran,0.7,tidak,jelas,tinggi
1159,pacaran,4.4,tidak,jelas,rendah
1160,pacaran,1.8,tidak,jelas,tinggi
1161,pacaran,2.0,tidak,tidak_jelas,rendah
1162,pacaran,5.9,tidak,tidak_jelas,tinggi
1163,pacaran,6.4,iya,jelas,tinggi
1164,menikah,3.4,tidak,tidak_jelas,rendah
1165,menikah,5.5,iya,jelas,rendah
1166,menikah,1.9,tidak,tidak_jelas,rendah
1167,pacaran,5.1,tidak,jelas,tinggi
1168,pacaran,3.2,tidak,jelas,tinggi
1169,pacaran,1.3,iya,jelas,tinggi
1170,menikah,2.2,iya,jelas,rendah
1171,menikah,4.8,tidak,jelas,rendah
1172,menikah,1.0,tidak,jelas,rendah
1173,menikah,3.4,iya,jelas,tinggi
1174,pacaran,6.1,tidak,jelas,rendah
1175,pacaran,3.0,iya,tidak_jelas,rendah
1176,pacaran,0.9,iya,jelas,tinggi
1177,pacaran,3.4,iya,jelas,rendah
1178,menikah,5.4,tidak,tidak_jelas,rendah
1179,menikah,1.4,tidak,jelas,rendah
1180,pacaran,6.4,iya,jelas,tinggi
1181,menikah,5.5,tidak,jelas,rendah
1182,pacaran,4.7,tidak,tidak_jelas,rendah
1183,menikah,5.2,iya,jelas,tinggi
1184,pacaran,4.3,tidak,jelas,rendah
1185,pacaran,4.7,iya,tidak_jelas,tinggi
1186,menikah,4.1,iya,jelas,tinggi
1187,pacaran,5.8,tidak,tidak_jelas,rendah
1188,pacaran,6.6,tidak,jelas,tinggi
1189,menikah,2.4,tidak,tidak_jelas,tinggi
1190,pacaran,2.6,tidak,jelas,tinggi
1191,menikah,3.2,tidak,jelas,tinggi
1192,menikah,2.8,tidak,jelas,tinggi
1193,pacaran,6.3,tidak,jelas,tinggi
1194,pacaran,1.0,tidak,jelas,rendah
1195,pacaran,5.1,iya,jelas,tinggi
1196,pacaran,6.8,iya,jelas,rendah
1197,pacaran,2.8,tidak,tidak_jelas,rendah
1198,pacaran,6.9,iya,tidak_jelas,tinggi
1199,menikah,6.3,tidak,jelas,rendah
1200,pacaran,3.3,tidak,jelas,rendah
1201,pacaran,5.6,iya,tidak_jelas,tinggi
1202,menikah,2.3,tidak,jelas,tinggi
1203,menikah,1.8,tidak,jelas,rendah
1204,menikah,3.1,tidak,tidak_jelas,rendah
1205,menikah,6.7,tidak,jelas,tinggi
1206,pacaran,3.1,tidak,jelas,tinggi
1207,menikah,4.1,tidak,jelas,tinggi
1208,pacaran,2.0,tidak,jelas,rendah
1209,menikah,5.7,tidak,jelas,rendah
1210,pacaran,5.7,tidak,tidak_jelas,tinggi
1211,pacaran,2.6,tidak,tidak_jelas,tinggi
1212,menikah,0.5,tidak,jelas,rendah
1213,pacaran,3.3,tidak,tidak_jelas,rendah
1214,pacaran,4.9,iya,jelas,tinggi
1215,menikah,4.0,tidak,jelas,rendah
1216,pacaran,4.2,tidak,jelas,tinggi
1217,pacaran,4.7,tidak,jelas,rendah
1218,pacaran,3.0,iya,jelas,tinggi
1219,menikah,1.5,iya,tidak_jelas,tinggi
1220,pacaran,5.5,iya,tidak_jelas,rendah
1221,menikah,2.2,tidak,jelas,tinggi
1222,pacaran,1.6,tidak,jelas,rendah
1223,pacaran,5.0,iya,jelas,rendah
1224,pacaran,1.8,iya,jelas,tinggi
1225,menikah,2.4,tidak,jelas,tinggi
1226,pacaran,7.2,iya,jelas,tinggi
1227,pacaran,7.2,iya,jelas,rendah
1228,pacaran,6.4,tidak,jelas,rendah
1229,menikah,5.5,tidak,tidak_jelas,tinggi
1230,menikah,6.3,tidak,tidak_jelas,tinggi
1231,pacaran,7.9,iya,jelas,tinggi
1232,pacaran,6.2,tidak,jelas,tinggi
1233,menikah,4.5,tidak,tidak_jelas,tinggi
1234,menikah,5.7,tidak,jelas,tinggi
1235,pacaran,3.1,iya,jelas,rendah
1236,menikah,4.3,tidak,jelas,tinggi
1237,menikah,4.4,tidak,jelas,rendah
1238,pacaran,3.7,iya,tidak_jelas,rendah
1239,pacaran,3.4,iya,jelas,tinggi
1240,pacaran,6.6,iya,jelas,tinggi
1241,menikah,2.1,iya,tidak_jelas,rendah
1242,menikah,4.3,tidak,jelas,rendah
1243,pacaran,1.4,tidak,jelas,tinggi
1244,pacaran,0.5,tidak,tidak_jelas,tinggi
1245,menikah,6.4,tidak,tidak_jelas,tinggi
1246,pacaran,6.6,tidak,tidak_jelas,tinggi
1247,pacaran,3.0,tidak,jelas,tinggi
1248,pacaran,4.1,iya,jelas,tinggi
1249,pacaran,3.4,tidak,jelas,rendah
1250,pacaran,3.4,tidak,tidak_jelas,rendah
1251,menikah,3.0,iya,jelas,tinggi
1252,menikah,4.9,tidak,tidak_jelas,tinggi
1253,menikah,3.2,tidak,jelas,rendah
1254,menikah,4.8,tidak,jelas,rendah
1255,pacaran,7.3,tidak,jelas,rendah
1256,pacaran,4.8,tidak,jelas,tinggi
1257,pacaran,4.2,tidak,tidak_jelas,rendah
1258,pacaran,2.9,tidak,tidak_jelas,tinggi
1259,menikah,4.0,iya,jelas,tinggi
1260,pacaran,0.7,tidak,jelas,rendah
1261,pacaran,7.1,tidak,jelas,tinggi
1262,pacaran,2.1,tidak,jelas,rendah
1263,pacaran,0.5,tidak,tidak_jelas,rendah
1264,pacaran,3.8,tidak,tidak_jelas,tinggi
1265,pacaran,4.7,iya,jelas,rendah
1266,pacaran,6.6,tidak,jelas,rendah
1267,pacaran,4.5,tidak,jelas,rendah
1268,pacaran,5.9,iya,tidak_jelas,rendah
1269,menikah,5.9,tidak,jelas,rendah
1270,pacaran,5.7,tidak,tidak_jelas,rendah
1271,menikah,1.7,iya,tidak_jelas,rendah
1272,pacaran,5.0,tidak,tidak_jelas,tinggi
1273,pacaran,1.2,tidak,tidak_jelas,tinggi
1274,menikah,8.0,iya,jelas,tinggi
1275,menikah,5.4,tidak,tidak_jelas,tinggi
1276,pacaran,2.8,tidak,jelas,rendah
1277,menikah,4.8,iya,tidak_jelas,rendah
1278,menikah,2.0,tidak,tidak_jelas,tinggi
1279,menikah,0.9,iya,jelas,rendah
1280,pacaran,5.8,iya,jelas,tinggi
1281,menikah,2.0,tidak,jelas,tinggi
1282,pacaran,3.6,tidak,jelas,rendah
1283,pacaran,4.4,tidak,jelas,tinggi
1284,menikah,3.6,tidak,jelas,rendah
1285,menikah,1.9,tidak,jelas,tinggi
1286,menikah,4.1,tidak,jelas,rendah
1287,pacaran,4.3,tidak,jelas,rendah
1288,pacaran,5.7,tidak,jelas,tinggi
1289,pacaran,8.9,iya,jelas,tinggi
1290,pacaran,0.5,iya,jelas,rendah
1291,pacaran,2.4,tidak,jelas,tinggi
1292,pacaran,4.4,tidak,tidak_jelas,rendah
1293,pacaran,6.0,tidak,tidak_jelas,rendah
1294,menikah,4.7,iya,tidak_jelas,tinggi
1295,pacaran,6.2,tidak,jelas,tinggi
1296,pacaran,1.0,iya,jelas,rendah
1297,menikah,3.4,iya,tidak_jelas,tinggi
1298,pacaran,6.9,tidak,jelas,rendah
1299,pacaran,2.3,tidak,jelas,rendah
1300,pacaran,0.5,tidak,jelas,rendah
1301,menikah,2.4,tidak,tidak_jelas,rendah
1302,pacaran,4.9,tidak,jelas,rendah
1303,pacaran,3.9,tidak,jelas,tinggi
1304,menikah,1.4,iya,jelas,tinggi
1305,menikah,2.6,tidak,jelas,tinggi
1306,menikah,1.3,tidak,tidak_jelas,tinggi
1307,pacaran,1.6,tidak,jelas,tinggi
1308,pacaran,2.2,tidak,jelas,rendah
1309,menikah,4.2,tidak,tidak_jelas,tinggi
1310,menikah,0.5,tidak,jelas,rendah
1311,pacaran,6.7,tidak,tidak_jelas,tinggi
1312,menikah,3.8,iya,tidak_jelas,rendah
1313,pacaran,1.8,iya,tidak_jelas,rendah
1314,pacaran,2.1,tidak,jelas,rendah
1315,menikah,2.7,tidak,jelas,tinggi
1316,pacaran,4.0,tidak,jelas,tinggi
1317,pacaran,4.3,tidak,tidak_jelas,rendah
1318,menikah,3.6,tidak,tidak_jelas,tinggi
1319,pacaran,2.5,tidak,jelas,rendah
1320,pacaran,4.0,tidak,jelas,tinggi
1321,menikah,0.5,tidak,tidak_jelas,tinggi
1322,menikah,1.6,iya,jelas,tinggi
1323,pacaran,2.6,tidak,jelas,tinggi
1324,pacaran,1.3,iya,tidak_jelas,rendah
1325,menikah,3.6,tidak,jelas,tinggi
1326,pacaran,1.3,tidak,tidak_jelas,tinggi
1327,pacaran,7.4,iya,jelas,tinggi
1328,pacaran,1.1,tidak,jelas,rendah
1329,pacaran,7.0,tidak,jelas,tinggi
1330,pacaran,0.5,tidak,jelas,rendah
1331,pacaran,8.0,tidak,jelas,tinggi
1332,pacaran,5.2,iya,jelas,tinggi
1333,menikah,5.6,tidak,jelas,tinggi
1334,pacaran,1.3,iya,jelas,tinggi
1335,pacaran,3.4,tidak,jelas,rendah
1336,menikah,3.5,iya,jelas,tinggi
1337,menikah,3.8,iya,jelas,tinggi
1338,menikah,6.5,tidak,jelas,tinggi
1339,pacaran,5.4,iya,jelas,tinggi
1340,pacaran,3.7,tidak,jelas,rendah
1341,pacaran,6.0,tidak,jelas,tinggi
1342,menikah,6.4,tidak,jelas,tinggi
1343,pacaran,2.9,iya,jelas,rendah
1344,menikah,2.8,tidak,jelas,rendah
1345,menikah,8.3,iya,tidak_jelas,tinggi
1346,pacaran,3.5,tidak,tidak_jelas,rendah
1347,menikah,2.7,iya,jelas,tinggi
1348,pacaran,3.7,tidak,jelas,tinggi
1349,pacaran,6.1,tidak,jelas,rendah
1350,pacaran,5.4,iya,tidak_jelas,tinggi
1351,pacaran,3.7,tidak,jelas,tinggi
1352,pacaran,5.2,iya,jelas,rendah
1353,pacaran,4.5,iya,tidak_jelas,tinggi
1354,menikah,3.7,iya,jelas,tinggi
1355,pacaran,3.4,iya,jelas,tinggi
1356,pacaran,4.3,tidak,jelas,tinggi
1357,pacaran,3.2,tidak,jelas,tinggi
1358,menikah,4.1,tidak,tidak_jelas,tinggi
1359,pacaran,3.9,iya,jelas,tinggi
1360,menikah,1.1,tidak,jelas,rendah
1361,menikah,2.9,tidak,tidak_jelas,rendah
1362,menikah,3.5,tidak,tidak_jelas,rendah
1363,pacaran,7.7,tidak,jelas,tinggi
1364,pacaran,3.7,tidak,jelas,rendah
1365,pacaran,4.5,tidak,jelas,tinggi
1366,menikah,8.3,iya,jelas,rendah
1367,pacaran,0.8,tidak,tidak_jelas,tinggi
1368,pacaran,0.9,tidak,jelas,tinggi
1369,menikah,2.4,iya,tidak_jelas,tinggi
1370,pacaran,3.3,tidak,jelas,tinggi
1371,menikah,3.5,tidak,jelas,tinggi
1372,pacaran,3.0,tidak,tidak_jelas,tinggi
1373,pacaran,1.5,iya,jelas,tinggi
1374,pacaran,5.9,tidak,jelas,rendah
1375,pacaran,3.1,tidak,tidak_jelas,rendah
1376,pacaran,6.4,iya,jelas,rendah
1377,menikah,2.0,tidak,jelas,tinggi
1378,menikah,7.9,iya,tidak_jelas,tinggi
1379,menikah,0.7,tidak,jelas,tinggi
1380,pacaran,4.0,iya,jelas,rendah
1381,pacaran,2.0,tidak,tidak_jelas,rendah
1382,pacaran,4.1,tidak,tidak_jelas,tinggi
1383,menikah,2.0,iya,jelas,rendah
1384,pacaran,0.5,tidak,jelas,rendah
1385,pacaran,2.4,tidak,tidak_jelas,rendah
1386,pacaran,7.2,iya,jelas,tinggi
1387,menikah,2.0,tidak,jelas,tinggi
1388,pacaran,5.0,tidak,tidak_jelas,rendah
1389,menikah,4.0,tidak,tidak_jelas,rendah
1390,pacaran,3.1,iya,tidak_jelas,tinggi
1391,pacaran,8.1,tidak,jelas,tinggi
1392,menikah,3.4,tidak,jelas,tinggi
1393,menikah,4.3,tidak,jelas,rendah
1394,menikah,4.2,tidak,jelas,rendah
1395,menikah,7.2,tidak,jelas,tinggi
1396,pacaran,1.0,tidak,jelas,rendah
1397,pacaran,8.5,tidak,tidak_jelas,rendah
1398,menikah,7.0,tidak,jelas,tinggi
1399,menikah,4.8,tidak,tidak_jelas,rendah
1400,menikah,5.2,tidak,tidak_jelas,rendah
1401,pacaran,3.5,iya,jelas,tinggi
1402,menikah,4.3,tidak,jelas,tinggi
1403,pacaran,4.8,tidak,jelas,tinggi
1404,pacaran,2.2,tidak,tidak_jelas,tinggi
1405,pacaran,7.0,iya,jelas,rendah
1406,menikah,4.4,iya,jelas,tinggi
1407,menikah,4.3,iya,jelas,rendah
1408,pacaran,2.3,tidak,jelas,rendah
1409,menikah,6.3,tidak,jelas,tinggi
1410,pacaran,3.9,tidak,jelas,rendah
1411,pacaran,2.9,iya,jelas,tinggi
1412,menikah,1.8,tidak,jelas,rendah
1413,pacaran,3.7,tidak,jelas,tinggi
1414,pacaran,1.7,iya,tidak_jelas,rendah
1415,menikah,4.7,iya,tidak_jelas,rendah
1416,menikah,5.5,iya,jelas,tinggi
1417,menikah,3.2,tidak,jelas,rendah
1418,menikah,4.5,iya,jelas,rendah
1419,menikah,6.4,iya,jelas,rendah
1420,pacaran,3.7,tidak,jelas,rendah
1421,menikah,3.8,tidak,jelas,tinggi
1422,menikah,4.0,iya,jelas,tinggi
1423,pacaran,3.1,tidak,tidak_jelas,tinggi
1424,menikah,3.3,tidak,jelas,tinggi
1425,menikah,2.5,tidak,tidak_jelas,rendah
1426,menikah,4.9,iya,jelas,rendah
1427,pacaran,3.9,tidak,jelas,rendah
1428,pacaran,5.2,iya,tidak_jelas,rendah
1429,menikah,6.0,tidak,tidak_jelas,tinggi
1430,pacaran,1.9,tidak,tidak_jelas,rendah
1431,pacaran,2.3,iya,jelas,tinggi
1432,pacaran,5.4,tidak,tidak_jelas,rendah
1433,menikah,3.5,tidak,tidak_jelas,tinggi
1434,pacaran,4.2,tidak,jelas,tinggi
1435,menikah,4.2,tidak,jelas,tinggi
1436,menikah,2.1,iya,tidak_jelas,tinggi
1437,pacaran,5.0,tidak,tidak_jelas,tinggi
1438,pacaran,4.5,tidak,jelas,rendah
1439,pacaran,2.0,tidak,jelas,rendah
1440,menikah,3.7,tidak,tidak_jelas,rendah
1441,pacaran,3.8,tidak,jelas,rendah
1442,menikah,5.5,iya,jelas,tinggi
1443,menikah,6.3,iya,jelas,tinggi
1444,pacaran,4.0,iya,jelas,rendah
1445,menikah,0.6,tidak,jelas,tinggi
1446,pacaran,5.5,tidak,jelas,rendah
1447,pacaran,8.4,iya,jelas,tinggi
1448,pacaran,5.4,iya,tidak_jelas,rendah
1449,pacaran,3.5,iya,jelas,rendah
1450,pacaran,4.8,tidak,tidak_jelas,rendah
1451,pacaran,5.6,tidak,jelas,tinggi
1452,menikah,4.2,tidak,jelas,rendah
1453,pacaran,6.6,tidak,tidak_jelas,tinggi
1454,menikah,1.7,iya,tidak_jelas,rendah
1455,pacaran,3.2,tidak,jelas,rendah
1456,pacaran,4.9,iya,jelas,rendah
1457,menikah,5.4,tidak,tidak_jelas,tinggi
1458,menikah,2.9,iya,jelas,rendah
1459,pacaran,3.1,iya,jelas,rendah
1460,menikah,2.7,iya,jelas,tinggi
1461,pacaran,2.5,tidak,tidak_jelas,tinggi
1462,pacaran,5.0,tidak,tidak_jelas,rendah
1463,menikah,3.9,tidak,jelas,rendah
1464,pacaran,6.6,iya,tidak_jelas,tinggi
1465,pacaran,1.8,tidak,tidak_jelas,tinggi
1466,pacaran,3.7,iya,jelas,tinggi
1467,pacaran,5.5,tidak,jelas,tinggi
1468,menikah,4.7,iya,jelas,rendah
1469,pacaran,1.8,tidak,jelas,tinggi
1470,menikah,6.3,tidak,jelas,rendah
1471,pacaran,4.2,iya,jelas,tinggi
1472,pacaran,7.8,tidak,tidak_jelas,rendah
1473,menikah,3.7,iya,jelas,rendah
1474,pacaran,6.3,iya,jelas,rendah
1475,menikah,3.3,iya,tidak_jelas,tinggi
1476,menikah,3.5,iya,jelas,rendah
1477,pacaran,5.0,tidak,jelas,rendah
1478,pacaran,0.6,iya,jelas,rendah
1479,pacaran,0.5,iya,jelas,rendah
1480,menikah,2.6,iya,jelas,tinggi
1481,pacaran,1.4,tidak,tidak_jelas,tinggi
1482,pacaran,0.5,iya,jelas,rendah
1483,pacaran,5.5,tidak,jelas,tinggi
1484,pacaran,2.4,tidak,jelas,tinggi
1485,pacaran,3.3,iya,jelas,tinggi
1486,menikah,4.3,tidak,jelas,tinggi
1487,menikah,5.0,tidak,jelas,tinggi
1488,menikah,4.6,tidak,tidak_jelas,tinggi
1489,menikah,4.4,tidak,tidak_jelas,rendah
1490,pacaran,4.9,tidak,jelas,rendah
1491,menikah,3.0,tidak,tidak_jelas,rendah
1492,pacaran,2.6,iya,jelas,tinggi
1493,pacaran,0.5,iya,jelas,tinggi
1494,pacaran,5.3,tidak,jelas,rendah
1495,pacaran,2.6,tidak,tidak_jelas,tinggi
1496,pacaran,8.0,iya,jelas,rendah
1497,menikah,5.5,tidak,tidak_jelas,tinggi
1498,pacaran,5.9,iya,jelas,tinggi
1499,menikah,5.4,iya,jelas,rendah
1500,menikah,5.1,tidak,tidak_jelas,rendah
1501,menikah,5.0,iya,jelas,rendah
1502,menikah,5.1,tidak,tidak_jelas,tinggi
1503,pacaran,4.3,tidak,tidak_jelas,tinggi
1504,menikah,2.8,iya,tidak_jelas,tinggi
1505,pacaran,1.6,iya,jelas,tinggi
1506,pacaran,4.8,iya,jelas,rendah
1507,pacaran,6.6,iya,jelas,tinggi
1508,pacaran,3.7,iya,tidak_jelas,tinggi
1509,pacaran,4.3,iya,jelas,tinggi
1510,menikah,1.4,tidak,jelas,tinggi
1511,pacaran,3.1,iya,jelas,rendah
1512,pacaran,1.5,iya,jelas,tinggi
1513,pacaran,1.7,iya,tidak_jelas,tinggi
1514,pacaran,4.2,iya,jelas,tinggi
1515,pacaran,3.9,iya,tidak_jelas,rendah
1516,menikah,5.6,tidak,jelas,rendah
1517,pacaran,5.5,iya,jelas,tinggi
1518,pacaran,2.3,tidak,jelas,tinggi
1519,pacaran,0.5,iya,jelas,rendah
1520,pacaran,2.1,iya,jelas,rendah
1521,pacaran,2.6,tidak,tidak_jelas,tinggi
1522,pacaran,5.1,iya,tidak_jelas,tinggi
1523,pacaran,5.2,iya,jelas,tinggi
1524,pacaran,3.9,iya,tidak_jelas,rendah
1525,pacaran,5.5,tidak,jelas,tinggi
1526,menikah,9.1,iya,jelas,tinggi
1527,pacaran,3.8,tidak,jelas,rendah
1528,menikah,3.5,tidak,jelas,rendah
1529,menikah,2.3,iya,jelas,tinggi
1530,pacaran,4.6,tidak,jelas,tinggi
1531,pacaran,6.3,iya,tidak_jelas,tinggi
1532,menikah,3.0,iya,tidak_jelas,tinggi
1533,pacaran,3.2,tidak,jelas,rendah
1534,pacaran,3.0,tidak,jelas,rendah
1535,menikah,1.7,tidak,tidak_jelas,rendah
1536,menikah,4.3,tidak,jelas,rendah
1537,pacaran,4.3,iya,jelas,rendah
1538,menikah,3.9,iya,jelas,tinggi
1539,pacaran,7.7,tidak,jelas,rendah
1540,pacaran,4.8,iya,tidak_jelas,rendah
1541,menikah,1.8,tidak,jelas,rendah
1542,menikah,5.3,tidak,jelas,rendah
1543,menikah,3.3,tidak,jelas,rendah
1544,menikah,3.3,iya,tidak_jelas,rendah
1545,pacaran,3.7,tidak,jelas,tinggi
1546,pacaran,3.4,tidak,tidak_jelas,tinggi
1547,pacaran,4.5,tidak,jelas,rendah
1548,menikah,8.2,tidak,tidak_jelas,tinggi
1549,pacaran,3.3,iya,jelas,rendah
1550,pacaran,4.2,tidak,jelas,tinggi
1551,pacaran,4.5,iya,tidak_jelas,rendah
1552,menikah,3.0,tidak,jelas,tinggi
1553,menikah,3.2,tidak,jelas,tinggi
1554,pacaran,6.0,iya,jelas,rendah
1555,pacaran,3.0,tidak,tidak_jelas,rendah
1556,pacaran,2.2,iya,jelas,rendah
1557,pacaran,7.6,iya,tidak_jelas,tinggi
1558,pacaran,1.6,iya,jelas,tinggi
1559,menikah,5.8,iya,tidak_jelas,tinggi
1560,menikah,3.6,iya,jelas,tinggi
1561,pacaran,1.6,iya,jelas,tinggi
1562,pacaran,3.2,tidak,jelas,tinggi
1563,pacaran,3.5,tidak,jelas,tinggi
1564,pacaran,0.7,iya,tidak_jelas,rendah
1565,pacaran,4.9,tidak,jelas,tinggi
1566,pacaran,4.7,tidak,tidak_jelas,rendah
1567,pacaran,3.3,tidak,tidak_jelas,rendah
1568,menikah,4.9,tidak,jelas,tinggi
1569,menikah,4.4,tidak,jelas,tinggi
1570,pacaran,6.6,tidak,jelas,tinggi
1571,menikah,1.8,iya,tidak_jelas,rendah
1572,pacaran,3.4,iya,tidak_jelas,rendah
1573,pacaran,6.0,tidak,jelas,rendah
1574,menikah,5.1,iya,jelas,tinggi
1575,pacaran,0.5,tidak,jelas,rendah
1576,menikah,0.7,iya,jelas,tinggi
1577,menikah,4.0,tidak,jelas,tinggi
1578,pacaran,7.3,tidak,jelas,rendah
1579,pacaran,3.1,iya,tidak_jelas,rendah
1580,pacaran,5.3,tidak,jelas,tinggi
1581,pacaran,4.2,tidak,tidak_jelas,tinggi
1582,pacaran,5.2,tidak,jelas,tinggi
1583,menikah,6.1,tidak,tidak_jelas,tinggi
1584,pacaran,5.9,iya,jelas,rendah
1585,pacaran,5.8,iya,jelas,rendah
1586,pacaran,2.8,tidak,tidak_jelas,tinggi
1587,pacaran,3.7,iya,jelas,tinggi
1588,pacaran,5.0,iya,tidak_jelas,rendah
1589,menikah,5.0,iya,tidak_jelas,tinggi
1590,menikah,5.2,tidak,jelas,rendah
1591,pacaran,0.5,tidak,jelas,rendah
1592,menikah,6.4,tidak,jelas,tinggi
1593,menikah,0.6,tidak,jelas,tinggi
1594,pacaran,2.5,iya,jelas,tinggi
1595,pacaran,4.4,tidak,jelas,tinggi
1596,menikah,3.9,tidak,jelas,tinggi
1597,menikah,6.8,tidak,jelas,rendah
1598,pacaran,1.7,tidak,tidak_jelas,tinggi
1599,menikah,3.3,tidak,jelas,tinggi
1600,menikah,0.5,iya,jelas,rendah
1601,menikah,4.3,tidak,jelas,rendah
1602,menikah,3.6,tidak,tidak_jelas,rendah
1603,menikah,1.5,iya,tidak_jelas,rendah
1604,pacaran,6.6,iya,jelas,rendah
1605,menikah,6.2,tidak,jelas,rendah
1606,pacaran,4.1,tidak,jelas,tinggi
1607,menikah,6.3,iya,tidak_jelas,tinggi
1608,menikah,3.8,iya,jelas,rendah
1609,menikah,5.4,tidak,jelas,tinggi
1610,menikah,5.7,tidak,jelas,rendah
1611,menikah,1.9,iya,tidak_jelas,rendah
1612,pacaran,4.9,tidak,jelas,rendah
1613,menikah,4.3,tidak,tidak_jelas,tinggi
1614,menikah,2.0,iya,tidak_jelas,tinggi
1615,menikah,1.4,tidak,jelas,tinggi
1616,pacaran,5.0,tidak,jelas,rendah
1617,pacaran,3.4,tidak,jelas,rendah
1618,pacaran,1.1,iya,jelas,rendah
1619,pacaran,5.2,iya,jelas,tinggi
1620,menikah,5.9,tidak,tidak_jelas,tinggi
1621,menikah,1.7,tidak,tidak_jelas,tinggi
1622,menikah,4.0,iya,tidak_jelas,tinggi
1623,pacaran,7.0,tidak,jelas,tinggi
1624,menikah,2.2,tidak,tidak_jelas,tinggi
1625,menikah,7.4,iya,jelas,tinggi
1626,pacaran,3.4,tidak,jelas,tinggi
1627,pacaran,3.9,tidak,jelas,rendah
1628,menikah,1.2,tidak,jelas,tinggi
1629,pacaran,1.3,tidak,jelas,tinggi
1630,pacaran,2.7,tidak,tidak_jelas,tinggi
1631,pacaran,5.8,tidak,tidak_jelas,tinggi
1632,menikah,8.7,tidak,jelas,tinggi
1633,menikah,9.2,tidak,jelas,rendah
1634,menikah,3.8,tidak,jelas,tinggi
1635,menikah,3.3,iya,jelas,rendah
1636,menikah,2.0,iya,jelas,tinggi
1637,menikah,6.2,iya,jelas,rendah
1638,pacaran,2.5,tidak,jelas,rendah
1639,menikah,3.5,tidak,jelas,tinggi
1640,pacaran,5.0,iya,tidak_jelas,rendah
1641,menikah,4.9,tidak,tidak_jelas,tinggi
1642,menikah,2.8,iya,tidak_jelas,rendah
1643,pacaran,3.8,tidak,jelas,tinggi
1644,menikah,2.8,iya,jelas,rendah
1645,menikah,2.3,iya,jelas,tinggi
1646,menikah,1.9,iya,jelas,tinggi
1647,menikah,1.1,iya,jelas,rendah
1648,pacaran,4.7,iya,jelas,tinggi
1649,pacaran,3.5,tidak,jelas,rendah
1650,menikah,1.7,tidak,jelas,tinggi
1651,pacaran,1.5,tidak,jelas,tinggi
1652,menikah,1.5,tidak,tidak_jelas,tinggi
1653,pacaran,2.8,tidak,jelas,tinggi
1654,menikah,6.3,iya,jelas,tinggi
1655,pacaran,2.6,tidak,jelas,tinggi
1656,pacaran,5.1,iya,jelas,tinggi
1657,menikah,7.1,tidak,jelas,tinggi
1658,menikah,4.3,tidak,jelas,rendah
1659,pacaran,2.5,tidak,jelas,tinggi
1660,pacaran,3.8,iya,jelas,rendah
1661,pacaran,3.9,tidak,jelas,tinggi
1662,menikah,7.5,tidak,jelas,tinggi
1663,pacaran,0.5,iya,tidak_jelas,tinggi
1664,menikah,6.2,iya,jelas,rendah
1665,pacaran,0.5,tidak,tidak_jelas,rendah
1666,menikah,5.6,tidak,jelas,rendah
1667,pacaran,3.2,tidak,jelas,tinggi
1668,pacaran,7.7,iya,jelas,rendah
1669,pacaran,5.3,iya,jelas,rendah
1670,menikah,5.1,tidak,tidak_jelas,rendah
1671,menikah,2.1,tidak,tidak_jelas,tinggi
1672,menikah,7.6,iya,jelas,tinggi
1673,menikah,9.6,tidak,jelas,rendah
1674,pacaran,8.0,iya,jelas,tinggi
1675,pacaran,2.0,tidak,jelas,rendah
1676,menikah,3.6,iya,jelas,rendah
1677,menikah,1.6,tidak,tidak_jelas,tinggi
1678,pacaran,2.8,tidak,jelas,rendah
1679,menikah,4.6,tidak,tidak_jelas,rendah
1680,pacaran,5.5,tidak,jelas,rendah
1681,menikah,5.1,iya,jelas,tinggi
1682,menikah,0.6,tidak,jelas,tinggi
1683,pacaran,3.9,iya,tidak_jelas,tinggi
1684,pacaran,5.0,tidak,jelas,rendah
1685,menikah,5.9,tidak,jelas,tinggi
1686,pacaran,4.9,tidak,jelas,rendah
1687,pacaran,5.0,tidak,jelas,tinggi
1688,pacaran,3.5,iya,jelas,tinggi
1689,pacaran,4.5,tidak,jelas,tinggi
1690,pacaran,9.2,tidak,tidak_jelas,rendah
1691,menikah,6.4,iya,jelas,tinggi
1692,menikah,4.7,tidak,jelas,rendah
1693,menikah,5.5,iya,jelas,rendah
1694,menikah,4.2,tidak,jelas,tinggi
1695,menikah,4.1,iya,jelas,tinggi
1696,menikah,5.9,tidak,jelas,rendah
1697,menikah,2.8,tidak,jelas,tinggi
1698,pacaran,3.7,tidak,jelas,rendah
1699,pacaran,1.3,iya,tidak_jelas,tinggi
1700,pacaran,5.6,tidak,tidak_jelas,tinggi
1701,menikah,6.1,tidak,jelas,tinggi
1702,pacaran,5.2,iya,jelas,rendah
1703,menikah,3.5,tidak,tidak_jelas,tinggi
1704,menikah,3.9,tidak,tidak_jelas,tinggi
1705,menikah,4.3,tidak,tidak_jelas,rendah
1706,pacaran,6.2,tidak,tidak_jelas,tinggi
1707,pacaran,6.1,tidak,jelas,rendah
1708,menikah,1.1,tidak,jelas,tinggi
1709,menikah,2.2,iya,jelas,tinggi
1710,pacaran,4.9,tidak,tidak_jelas,tinggi
1711,pacaran,1.3,tidak,tidak_jelas,tinggi
1712,pacaran,5.8,iya,tidak_jelas,rendah
