responden_id,kepuasan_hubungan,kualitas_komunikasi,merasa_diperhatikan,keintiman_emosional,konflik_berulang
1259,rendah,sedang,iya,tinggi,jarang
1260,sedang,sedang,iya,rendah,jarang
1261,sedang,rendah,tidak,sedang,sering
1262,tinggi,tinggi,tidak,sedang,jarang
1263,sedang,sedang,iya,sedang,sering
1264,sedang,sedang,tidak,tinggi,sering
1265,rendah,tinggi,iya,tinggi,jarang
1266,rendah,sedang,tidak,rendah,sering
1267,sedang,sedang,tidak,sedang,jarang
1268,sedang,rendah,iya,sedang,sering
1269,sedang,tinggi,iya,sedang,sering
1270,sedang,tinggi,iya,sedang,sering
1271,sedang,sedang,tidak,sedang,jarang
1272,tinggi,tinggi,iya,sedang,jarang
1273,tinggi,rendah,iya,tinggi,jarang
1274,rendah,sedang,tidak,rendah,sering
1275,sedang,sedang,iya,tinggi,sering
1276,rendah,sedang,iya,sedang,jarang
1277,rendah,sedang,tidak,sedang,jarang
1278,tinggi,sedang,tidak,tinggi,sering
1279,rendah,rendah,iya,sedang,jarang
1280,sedang,sedang,iya,sedang,sering
1281,sedang,rendah,iya,sedang,sering
1282,tinggi,tinggi,tidak,sedang,jarang
1283,sedang,sedang,tidak,tinggi,sering
1284,rendah,rendah,iya,tinggi,jarang
1285,sedang,sedang,tidak,rendah,jarang
1286,sedang,sedang,iya,rendah,sering
1287,rendah,tinggi,iya,sedang,sering
1288,sedang,sedang,tidak,rendah,jarang
1289,rendah,sedang,iya,sedang,jarang
1290,rendah,tinggi,iya,rendah,jarang
1291,sedang,sedang,iya,sedang,jarang
1292,rendah,rendah,tidak,rendah,jarang
1293,sedang,sedang,tidak,sedang,jarang
1294,sedang,tinggi,iya,sedang,jarang
1295,tinggi,sedang,tidak,sedang,jarang
1296,rendah,sedang,iya,tinggi,jarang
1297,rendah,rendah,tidak,tinggi,sering
1298,rendah,rendah,iya,sedang,sering
1299,sedang,sedang,iya,rendah,jarang
1300,tinggi,sedang,iya,tinggi,jarang
1301,rendah,rendah,tidak,tinggi,jarang
1302,tinggi,tinggi,iya,tinggi,jarang
1303,rendah,tinggi,tidak,rendah,jarang
1304,sedang,sedang,iya,tinggi,sering
1305,tinggi,tinggi,tidak,rendah,sering
1306,tinggi,rendah,iya,tinggi,sering
1307,tinggi,sedang,iya,tinggi,jarang
1308,tinggi,sedang,tidak,rendah,sering
1309,sedang,tinggi,iya,tinggi,sering
1310,tinggi,tinggi,tidak,sedang,jarang
1311,rendah,sedang,iya,tinggi,jarang
1312,tinggi,tinggi,iya,rendah,jarang
1313,sedang,rendah,tidak,tinggi,jarang
1314,tinggi,tinggi,iya,rendah,sering
1315,sedang,tinggi,tidak,tinggi,jarang
1316,sedang,rendah,iya,sedang,jarang
1317,sedang,tinggi,tidak,sedang,jarang
1318,tinggi,rendah,iya,rendah,jarang
1319,rendah,sedang,iya,tinggi,sering
1320,rendah,sedang,iya,rendah,jarang
1321,rendah,sedang,tidak,sedang,sering
1322,rendah,tinggi,iya,rendah,jarang
1323,tinggi,tinggi,iya,tinggi,jarang
1324,rendah,sedang,iya,rendah,jarang
1325,tinggi,tinggi,tidak,rendah,sering
1326,sedang,tinggi,tidak,rendah,jarang
1327,rendah,rendah,tidak,sedang,jarang
1328,tinggi,tinggi,iya,rendah,jarang
1329,sedang,rendah,tidak,sedang,jarang
1330,sedang,tinggi,iya,tinggi,sering
1331,sedang,sedang,tidak,tinggi,jarang
1332,tinggi,rendah,iya,sedang,jarang
1333,rendah,sedang,iya,rendah,jarang
1334,tinggi,sedang,iya,sedang,sering
1335,tinggi,sedang,iya,rendah,jarang
1336,sedang,rendah,tidak,tinggi,sering
1337,rendah,sedang,tidak,rendah,sering
1338,sedang,tinggi,tidak,sedang,jarang
1339,rendah,sedang,iya,sedang,jarang
1340,rendah,sedang,iya,tinggi,jarang
1341,sedang,sedang,iya,rendah,sering
1342,sedang,rendah,iya,sedang,jarang
1343,tinggi,tinggi,iya,rendah,jarang
1344,tinggi,tinggi,iya,tinggi,sering
1345,tinggi,sedang,iya,tinggi,jarang
1346,sedang,sedang,tidak,sedang,jarang
1347,sedang,tinggi,iya,sedang,jarang
1348,sedang,sedang,iya,tinggi,jarang
1349,tinggi,tinggi,iya,sedang,jarang
1350,rendah,sedang,iya,sedang,jarang
1351,tinggi,tinggi,tidak,sedang,sering
1352,sedang,sedang,tidak,sedang,jarang
1353,sedang,sedang,iya,rendah,sering
1354,tinggi,tinggi,iya,tinggi,sering
1355,sedang,sedang,tidak,sedang,jarang
1356,tinggi,sedang,iya,rendah,sering
1357,tinggi,sedang,iya,tinggi,jarang
1358,sedang,sedang,iya,sedang,sering
1359,sedang,sedang,tidak,rendah,sering
1360,sedang,rendah,iya,sedang,jarang
1361,tinggi,rendah,iya,tinggi,jarang
1362,rendah,sedang,iya,tinggi,jarang
1363,sedang,tinggi,iya,tinggi,jarang
1364,sedang,sedang,iya,tinggi,jarang
1365,tinggi,sedang,iya,rendah,jarang
1366,rendah,tinggi,iya,sedang,sering
1367,tinggi,rendah,iya,tinggi,jarang
1368,tinggi,sedang,iya,sedang,sering
1369,rendah,rendah,tidak,sedang,sering
1370,rendah,rendah,iya,sedang,jarang
1371,tinggi,sedang,iya,sedang,sering
1372,rendah,sedang,iya,tinggi,jarang
1373,tinggi,rendah,tidak,sedang,jarang
1374,sedang,sedang,iya,sedang,sering
1375,rendah,sedang,tidak,tinggi,jarang
1376,tinggi,sedang,tidak,sedang,jarang
1377,sedang,sedang,iya,rendah,sering
1378,sedang,tinggi,iya,sedang,sering
1379,sedang,rendah,iya,tinggi,sering
1380,sedang,sedang,tidak,tinggi,sering
1381,rendah,rendah,iya,tinggi,jarang
1382,sedang,rendah,tidak,tinggi,jarang
1383,tinggi,sedang,iya,rendah,sering
1384,sedang,sedang,iya,tinggi,jarang
1385,sedang,tinggi,iya,tinggi,jarang
1386,sedang,sedang,tidak,rendah,jarang
1387,tinggi,tinggi,tidak,rendah,sering
1388,rendah,rendah,iya,tinggi,jarang
1389,tinggi,rendah,tidak,tinggi,sering
1390,sedang,rendah,iya,tinggi,jarang
1391,rendah,rendah,iya,tinggi,jarang
1392,rendah,sedang,tidak,sedang,jarang
1393,rendah,sedang,iya,sedang,jarang
1394,sedang,rendah,iya,sedang,sering
1395,sedang,tinggi,tidak,rendah,jarang
1396,tinggi,tinggi,tidak,tinggi,jarang
1397,sedang,sedang,tidak,sedang,jarang
1398,rendah,rendah,iya,sedang,jarang
1399,sedang,rendah,iya,sedang,jarang
1400,tinggi,rendah,tidak,sedang,jarang
1401,rendah,rendah,tidak,rendah,sering
1402,rendah,sedang,iya,rendah,sering
1403,rendah,sedang,iya,rendah,jarang
1404,tinggi,sedang,iya,rendah,jarang
1405,sedang,tinggi,iya,tinggi,jarang
1406,sedang,tinggi,tidak,rendah,jarang
1407,tinggi,tinggi,iya,rendah,sering
1408,tinggi,rendah,iya,sedang,sering
1409,sedang,sedang,tidak,sedang,jarang
1410,tinggi,sedang,iya,rendah,sering
1411,rendah,rendah,iya,tinggi,jarang
1412,rendah,rendah,iya,tinggi,jarang
1413,sedang,tinggi,tidak,rendah,jarang
1414,rendah,sedang,iya,rendah,jarang
1415,sedang,sedang,iya,tinggi,sering
1416,tinggi,sedang,iya,tinggi,jarang
1417,rendah,sedang,tidak,sedang,jarang
1418,rendah,rendah,tidak,rendah,sering
1419,sedang,sedang,tidak,sedang,sering
1420,tinggi,rendah,iya,sedang,sering
1421,sedang,rendah,tidak,rendah,sering
1422,sedang,tinggi,iya,sedang,jarang
1423,rendah,sedang,iya,sedang,sering
1424,rendah,tinggi,iya,sedang,sering
1425,tinggi,sedang,iya,tinggi,sering
1426,tinggi,sedang,iya,tinggi,sering
1427,rendah,sedang,tidak,sedang,jarang
1428,tinggi,rendah,tidak,tinggi,sering
1429,sedang,rendah,iya,rendah,jarang
1430,tinggi,tinggi,iya,tinggi,jarang
1431,sedang,tinggi,tidak,rendah,jarang
1432,sedang,sedang,iya,rendah,sering
1433,sedang,sedang,tidak,sedang,jarang
1434,sedang,tinggi,tidak,sedang,jarang
1435,rendah,rendah,tidak,tinggi,jarang
1436,rendah,sedang,iya,sedang,sering
1437,sedang,sedang,tidak,rendah,jarang
1438,tinggi,tinggi,tidak,sedang,sering
1439,rendah,tinggi,tidak,sedang,sering
1440,sedang,sedang,tidak,sedang,jarang
1441,tinggi,tinggi,iya,sedang,jarang
1442,rendah,tinggi,tidak,tinggi,sering
1443,sedang,sedang,tidak,tinggi,sering
1444,sedang,sedang,iya,tinggi,sering
1445,tinggi,sedang,tidak,rendah,jarang
1446,rendah,tinggi,iya,tinggi,sering
1447,sedang,rendah,iya,sedang,jarang
1448,tinggi,tinggi,tidak,sedang,jarang
1449,tinggi,sedang,iya,sedang,sering
1450,sedang,tinggi,tidak,tinggi,jarang
1451,sedang,sedang,iya,tinggi,sering
1452,sedang,sedang,iya,tinggi,jarang
1453,tinggi,tinggi,tidak,tinggi,sering
1454,sedang,tinggi,iya,tinggi,jarang
1455,rendah,tinggi,iya,tinggi,jarang
1456,tinggi,rendah,iya,sedang,sering
1457,sedang,tinggi,iya,rendah,jarang
1458,sedang,rendah,iya,sedang,jarang
1459,rendah,sedang,tidak,rendah,sering
1460,sedang,sedang,tidak,sedang,jarang
1461,sedang,sedang,iya,sedang,sering
1462,sedang,sedang,iya,sedang,jarang
1463,rendah,tinggi,iya,tinggi,jarang
1464,sedang,rendah,iya,tinggi,sering
1465,tinggi,tinggi,iya,rendah,sering
1466,rendah,sedang,iya,sedang,jarang
1467,tinggi,rendah,iya,sedang,jarang
1468,sedang,rendah,iya,sedang,sering
1469,tinggi,tinggi,iya,tinggi,jarang
1470,tinggi,tinggi,tidak,sedang,jarang
1471,sedang,tinggi,iya,sedang,jarang
1472,tinggi,tinggi,tidak,tinggi,jarang
1473,tinggi,sedang,iya,tinggi,jarang
1474,sedang,sedang,iya,rendah,jarang
1475,sedang,tinggi,iya,tinggi,jarang
1476,sedang,sedang,iya,sedang,jarang
1477,tinggi,sedang,iya,rendah,jarang
1478,tinggi,sedang,tidak,rendah,sering
1479,tinggi,sedang,iya,sedang,jarang
1480,sedang,sedang,iya,sedang,sering
1481,tinggi,rendah,tidak,rendah,sering
1482,rendah,sedang,tidak,sedang,jarang
1483,sedang,sedang,iya,tinggi,sering
1484,rendah,sedang,iya,rendah,jarang
1485,sedang,sedang,iya,rendah,sering
1486,sedang,tinggi,iya,tinggi,sering
1487,sedang,rendah,iya,rendah,jarang
1488,sedang,sedang,iya,tinggi,sering
1489,sedang,tinggi,iya,sedang,jarang
1490,sedang,sedang,iya,sedang,jarang
1491,rendah,sedang,tidak,rendah,sering
1492,sedang,tinggi,iya,rendah,jarang
1493,rendah,sedang,tidak,rendah,jarang
1494,rendah,tinggi,iya,rendah,jarang
1495,sedang,tinggi,iya,sedang,sering
1496,sedang,sedang,tidak,rendah,jarang
1497,sedang,sedang,tidak,sedang,sering
1498,sedang,rendah,iya,sedang,jarang
1499,sedang,sedang,tidak,rendah,jarang
1500,tinggi,sedang,iya,rendah,sering
1501,sedang,sedang,iya,rendah,jarang
1502,sedang,sedang,iya,rendah,sering
1503,rendah,sedang,tidak,tinggi,jarang
1504,sedang,rendah,tidak,sedang,jarang
1505,sedang,sedang,iya,tinggi,jarang
1506,sedang,sedang,iya,sedang,sering
1507,sedang,tinggi,iya,sedang,jarang
1508,sedang,rendah,tidak,sedang,sering
1509,sedang,sedang,iya,tinggi,jarang
1510,tinggi,tinggi,iya,rendah,jarang
1511,tinggi,rendah,iya,rendah,jarang
1512,tinggi,sedang,iya,sedang,sering
1513,tinggi,rendah,tidak,sedang,sering
1514,rendah,sedang,tidak,sedang,sering
1515,rendah,sedang,iya,sedang,jarang
1516,rendah,sedang,iya,sedang,jarang
1517,sedang,sedang,tidak,sedang,jarang
1518,tinggi,tinggi,tidak,sedang,sering
1519,rendah,rendah,iya,tinggi,jarang
1520,tinggi,rendah,tidak,tinggi,jarang
1521,rendah,tinggi,iya,sedang,jarang
1522,tinggi,sedang,iya,sedang,jarang
1523,sedang,tinggi,iya,tinggi,jarang
1524,rendah,sedang,iya,sedang,sering
1525,sedang,tinggi,iya,sedang,jarang
1526,sedang,sedang,iya,tinggi,sering
1527,sedang,tinggi,iya,sedang,sering
1528,sedang,tinggi,iya,rendah,jarang
1529,tinggi,sedang,iya,tinggi,jarang
1530,sedang,rendah,tidak,rendah,jarang
1531,sedang,sedang,tidak,tinggi,sering
1532,sedang,rendah,tidak,tinggi,jarang
1533,tinggi,sedang,tidak,tinggi,jarang
1534,sedang,sedang,iya,rendah,jarang
1535,sedang,sedang,iya,sedang,jarang
1536,rendah,sedang,iya,sedang,jarang
1537,rendah,sedang,iya,sedang,jarang
1538,sedang,sedang,iya,rendah,sering
1539,rendah,rendah,iya,sedang,sering
1540,sedang,rendah,iya,sedang,jarang
1541,tinggi,rendah,tidak,rendah,jarang
1542,rendah,sedang,tidak,sedang,sering
1543,sedang,sedang,iya,tinggi,jarang
1544,sedang,sedang,iya,tinggi,sering
1545,tinggi,sedang,tidak,tinggi,jarang
1546,sedang,tinggi,tidak,sedang,sering
1547,tinggi,rendah,iya,tinggi,jarang
1548,sedang,sedang,tidak,tinggi,jarang
1549,rendah,tinggi,iya,rendah,sering
1550,sedang,tinggi,iya,rendah,jarang
1551,tinggi,tinggi,iya,sedang,jarang
1552,sedang,rendah,iya,sedang,jarang
1553,tinggi,rendah,iya,sedang,sering
1554,tinggi,tinggi,iya,sedang,jarang
1555,rendah,sedang,iya,tinggi,sering
1556,rendah,sedang,iya,sedang,jarang
1557,sedang,tinggi,tidak,rendah,jarang
1558,sedang,tinggi,iya,tinggi,sering
1559,tinggi,tinggi,iya,sedang,jarang
1560,tinggi,tinggi,iya,tinggi,jarang
1561,sedang,tinggi,iya,rendah,jarang
1562,rendah,sedang,iya,tinggi,jarang
1563,tinggi,tinggi,tidak,rendah,sering
1564,sedang,rendah,iya,rendah,jarang
1565,tinggi,sedang,iya,rendah,jarang
1566,sedang,tinggi,iya,tinggi,jarang
1567,sedang,sedang,iya,tinggi,jarang
1568,rendah,sedang,tidak,sedang,jarang
1569,sedang,rendah,iya,tinggi,sering
1570,sedang,tinggi,tidak,sedang,sering
1571,sedang,sedang,iya,sedang,jarang
1572,rendah,tinggi,iya,tinggi,jarang
1573,tinggi,sedang,tidak,rendah,sering
1574,tinggi,tinggi,iya,sedang,jarang
1575,rendah,tinggi,tidak,tinggi,jarang
1576,rendah,sedang,tidak,tinggi,sering
1577,rendah,sedang,iya,tinggi,jarang
1578,sedang,sedang,iya,tinggi,jarang
1579,sedang,tinggi,iya,rendah,sering
1580,sedang,sedang,iya,tinggi,sering
1581,rendah,tinggi,iya,sedang,jarang
1582,sedang,sedang,iya,tinggi,jarang
1583,sedang,tinggi,tidak,sedang,jarang
1584,sedang,tinggi,tidak,sedang,sering
1585,tinggi,tinggi,iya,sedang,jarang
1586,rendah,tinggi,iya,sedang,jarang
1587,sedang,sedang,iya,rendah,sering
1588,sedang,rendah,iya,tinggi,jarang
1589,sedang,tinggi,iya,tinggi,jarang
1590,tinggi,tinggi,tidak,rendah,jarang
1591,sedang,sedang,tidak,tinggi,jarang
1592,tinggi,sedang,iya,sedang,jarang
1593,rendah,sedang,iya,sedang,sering
1594,rendah,sedang,iya,rendah,sering
1595,tinggi,sedang,tidak,tinggi,jarang
1596,sedang,sedang,iya,tinggi,jarang
1597,sedang,tinggi,tidak,sedang,jarang
1598,rendah,sedang,tidak,sedang,jarang
1599,rendah,sedang,iya,rendah,jarang
1600,tinggi,sedang,tidak,sedang,sering
1601,rendah,rendah,iya,rendah,jarang
1602,sedang,tinggi,tidak,rendah,jarang
1603,rendah,tinggi,iya,sedang,jarang
1604,sedang,sedang,iya,tinggi,jarang
1605,rendah,tinggi,tidak,sedang,jarang
1606,sedang,tinggi,iya,rendah,jarang
1607,rendah,tinggi,tidak,sedang,jarang
1608,tinggi,rendah,iya,tinggi,sering
1609,rendah,tinggi,tidak,tinggi,jarang
1610,sedang,sedang,tidak,tinggi,jarang
1611,tinggi,sedang,tidak,sedang,jarang
1612,sedang,rendah,tidak,tinggi,sering
1613,sedang,sedang,iya,rendah,jarang
1614,sedang,rendah,iya,sedang,jarang
1615,sedang,sedang,tidak,sedang,jarang
1616,sedang,sedang,iya,sedang,sering
1617,tinggi,tinggi,tidak,tinggi,jarang
1618,sedang,tinggi,iya,tinggi,jarang
1619,sedang,sedang,iya,rendah,jarang
1620,tinggi,tinggi,iya,rendah,jarang
1621,sedang,tinggi,iya,sedang,jarang
1622,rendah,tinggi,iya,rendah,jarang
1623,sedang,rendah,tidak,sedang,sering
1624,tinggi,tinggi,iya,tinggi,sering
1625,rendah,tinggi,iya,tinggi,jarang
1626,sedang,tinggi,iya,sedang,jarang
1627,rendah,sedang,iya,tinggi,jarang
1628,sedang,sedang,iya,sedang,jarang
1629,rendah,sedang,iya,rendah,sering
1630,sedang,sedang,iya,sedang,sering
1631,tinggi,rendah,iya,sedang,jarang
1632,sedang,sedang,iya,tinggi,jarang
1633,sedang,tinggi,tidak,rendah,jarang
1634,tinggi,tinggi,iya,sedang,sering
1635,tinggi,rendah,iya,sedang,sering
1636,rendah,tinggi,tidak,tinggi,sering
1637,sedang,sedang,tidak,sedang,sering
1638,rendah,tinggi,iya,tinggi,jarang
1639,tinggi,tinggi,tidak,tinggi,sering
1640,tinggi,tinggi,tidak,rendah,sering
1641,sedang,tinggi,iya,sedang,jarang
1642,tinggi,sedang,tidak,tinggi,jarang
1643,sedang,tinggi,iya,sedang,sering
1644,sedang,rendah,tidak,tinggi,jarang
1645,rendah,tinggi,tidak,rendah,sering
1646,tinggi,tinggi,iya,rendah,sering
1647,rendah,tinggi,iya,tinggi,sering
1648,tinggi,sedang,tidak,tinggi,sering
1649,tinggi,tinggi,tidak,tinggi,jarang
1650,tinggi,rendah,iya,sedang,sering
1651,rendah,rendah,tidak,tinggi,jarang
1652,sedang,tinggi,tidak,tinggi,jarang
1653,sedang,sedang,tidak,tinggi,jarang
1654,sedang,tinggi,iya,sedang,jarang
1655,rendah,sedang,iya,sedang,jarang
1656,tinggi,rendah,iya,tinggi,sering
1657,sedang,tinggi,iya,sedang,jarang
1658,sedang,sedang,iya,sedang,jarang
1659,sedang,rendah,iya,sedang,jarang
1660,sedang,tinggi,iya,sedang,jarang
1661,sedang,sedang,tidak,sedang,sering
1662,sedang,sedang,iya,rendah,jarang
1663,tinggi,sedang,iya,tinggi,sering
1664,sedang,tinggi,iya,sedang,sering
1665,tinggi,tinggi,iya,sedang,jarang
1666,tinggi,tinggi,tidak,rendah,sering
1667,rendah,rendah,iya,rendah,jarang
1668,tinggi,tinggi,iya,rendah,jarang
1669,rendah,tinggi,iya,tinggi,sering
1670,tinggi,tinggi,tidak,rendah,sering
1671,sedang,sedang,iya,tinggi,jarang
1672,tinggi,tinggi,iya,rendah,jarang
1673,tinggi,tinggi,iya,rendah,jarang
1674,tinggi,rendah,iya,rendah,jarang
1675,tinggi,sedang,iya,rendah,sering
1676,sedang,tinggi,iya,tinggi,jarang
1677,rendah,rendah,iya,tinggi,jarang
1678,sedang,tinggi,iya,sedang,sering
1679,rendah,tinggi,tidak,rendah,jarang
1680,sedang,sedang,tidak,rendah,jarang
1681,sedang,sedang,iya,sedang,sering
1682,tinggi,sedang,iya,tinggi,sering
1683,sedang,tinggi,iya,rendah,sering
1684,tinggi,sedang,iya,tinggi,jarang
1685,rendah,tinggi,tidak,sedang,sering
1686,tinggi,sedang,iya,rendah,jarang
1687,tinggi,rendah,iya,sedang,jarang
1688,sedang,rendah,tidak,rendah,sering
1689,sedang,sedang,tidak,tinggi,jarang
1690,tinggi,tinggi,iya,rendah,sering
1691,rendah,sedang,tidak,tinggi,jarang
1692,sedang,sedang,iya,rendah,jarang
1693,sedang,sedang,tidak,tinggi,sering
1694,rendah,sedang,iya,rendah,jarang
1695,sedang,sedang,iya,tinggi,sering
1696,rendah,tinggi,iya,tinggi,jarang
1697,rendah,sedang,iya,tinggi,sering
1698,rendah,sedang,iya,sedang,jarang
1699,tinggi,rendah,tidak,tinggi,jarang
1700,sedang,tinggi,tidak,sedang,jarang
1701,tinggi,sedang,iya,rendah,sering
1702,sedang,rendah,iya,sedang,sering
1703,sedang,tinggi,iya,rendah,sering
1704,sedang,sedang,iya,tinggi,jarang
1705,sedang,sedang,tidak,rendah,jarang
1706,rendah,sedang,tidak,sedang,jarang
1707,sedang,tinggi,iya,sedang,jarang
1708,rendah,rendah,iya,sedang,jarang
1709,sedang,tinggi,iya,sedang,sering
1710,sedang,sedang,iya,rendah,sering
1711,rendah,sedang,tidak,sedang,jarang
1712,rendah,sedang,iya,rendah,jarang
1713,tinggi,sedang,tidak,tinggi,sering
1714,sedang,tinggi,iya,tinggi,jarang
1715,rendah,sedang,tidak,tinggi,jarang
1716,tinggi,sedang,iya,rendah,jarang
1717,rendah,sedang,tidak,rendah,jarang
1718,sedang,tinggi,iya,rendah,sering
1719,tinggi,sedang,iya,rendah,jarang
1720,rendah,tinggi,iya,rendah,jarang
1721,rendah,sedang,iya,sedang,jarang
1722,rendah,rendah,iya,rendah,sering
1723,sedang,sedang,tidak,sedang,jarang
1724,rendah,sedang,iya,tinggi,jarang
1725,sedang,sedang,iya,sedang,sering
1726,rendah,rendah,tidak,sedang,sering
1727,sedang,tinggi,tidak,sedang,sering
1728,tinggi,tinggi,iya,sedang,sering
1729,tinggi,tinggi,iya,rendah,jarang
1730,sedang,rendah,iya,sedang,jarang
1731,sedang,rendah,iya,sedang,jarang
1732,sedang,rendah,tidak,tinggi,jarang
1733,sedang,tinggi,tidak,tinggi,sering
1734,sedang,tinggi,iya,sedang,sering
1735,rendah,sedang,tidak,sedang,sering
1736,tinggi,rendah,iya,rendah,jarang
1737,sedang,sedang,iya,tinggi,sering
1738,rendah,sedang,tidak,sedang,sering
1739,sedang,sedang,iya,rendah,jarang
1740,sedang,sedang,tidak,rendah,sering
1741,tinggi,tinggi,iya,rendah,jarang
1742,tinggi,rendah,tidak,tinggi,jarang
1743,tinggi,rendah,iya,rendah,sering
1744,rendah,tinggi,tidak,sedang,sering
1745,sedang,sedang,iya,sedang,jarang
1746,sedang,rendah,iya,sedang,jarang
1747,rendah,rendah,tidak,tinggi,sering
1748,sedang,rendah,iya,tinggi,sering
1749,tinggi,sedang,tidak,sedang,sering
1750,rendah,tinggi,iya,rendah,jarang
1751,sedang,sedang,tidak,sedang,jarang
1752,rendah,sedang,iya,sedang,jarang
1753,rendah,tinggi,tidak,sedang,jarang
1754,rendah,sedang,iya,sedang,jarang
1755,tinggi,tinggi,tidak,rendah,jarang
1756,tinggi,tinggi,iya,sedang,jarang
1757,tinggi,rendah,tidak,rendah,jarang
1758,sedang,tinggi,iya,tinggi,sering
1759,rendah,sedang,iya,sedang,jarang
1760,sedang,tinggi,tidak,tinggi,jarang
1761,sedang,sedang,iya,rendah,jarang
1762,tinggi,tinggi,tidak,sedang,jarang
1763,rendah,tinggi,iya,tinggi,jarang
1764,sedang,sedang,iya,rendah,sering
1765,rendah,sedang,iya,tinggi,sering
1766,sedang,tinggi,iya,sedang,jarang
1767,tinggi,tinggi,tidak,sedang,jarang
1768,sedang,rendah,iya,sedang,jarang
1769,sedang,tinggi,tidak,sedang,sering
1770,sedang,sedang,iya,sedang,jarang
1771,sedang,rendah,iya,sedang,jarang
1772,tinggi,sedang,iya,sedang,sering
1773,tinggi,sedang,tidak,sedang,sering
1774,tinggi,tinggi,tidak,rendah,sering
1775,tinggi,sedang,tidak,rendah,sering
1776,sedang,tinggi,tidak,rendah,sering
1777,sedang,rendah,tidak,sedang,jarang
1778,sedang,sedang,iya,tinggi,jarang
1779,sedang,sedang,iya,tinggi,sering
1780,tinggi,sedang,iya,rendah,sering
1781,rendah,rendah,iya,tinggi,sering
1782,tinggi,rendah,tidak,sedang,jarang
1783,sedang,sedang,iya,tinggi,jarang
1784,sedang,sedang,tidak,tinggi,jarang
1785,sedang,sedang,iya,tinggi,jarang
1786,tinggi,sedang,iya,rendah,jarang
1787,sedang,tinggi,tidak,rendah,sering
1788,sedang,tinggi,iya,rendah,jarang
1789,rendah,sedang,tidak,tinggi,sering
1790,sedang,sedang,iya,sedang,sering
1791,rendah,rendah,iya,tinggi,jarang
1792,tinggi,tinggi,tidak,sedang,jarang
1793,sedang,rendah,iya,tinggi,sering
1794,sedang,sedang,iya,rendah,sering
1795,rendah,sedang,iya,rendah,sering
1796,rendah,sedang,tidak,sedang,sering
1797,tinggi,rendah,iya,sedang,sering
1798,rendah,tinggi,tidak,sedang,jarang
1799,rendah,rendah,tidak,tinggi,sering
1800,rendah,sedang,tidak,rendah,sering
1801,tinggi,rendah,tidak,sedang,sering
1802,tinggi,rendah,tidak,tinggi,jarang
1803,sedang,tinggi,iya,rendah,sering
1804,sedang,rendah,tidak,tinggi,jarang
1805,sedang,tinggi,tidak,tinggi,sering
1806,tinggi,sedang,tidak,rendah,jarang
1807,sedang,rendah,iya,rendah,jarang
1808,rendah,tinggi,iya,sedang,jarang
1809,rendah,sedang,tidak,tinggi,jarang
1810,rendah,tinggi,tidak,sedang,jarang
1811,sedang,rendah,tidak,sedang,sering
1812,tinggi,tinggi,tidak,tinggi,jarang
1813,sedang,rendah,tidak,rendah,jarang
1814,rendah,sedang,iya,tinggi,jarang
1815,rendah,tinggi,tidak,tinggi,jarang
1816,tinggi,tinggi,iya,sedang,jarang
1817,sedang,tinggi,tidak,tinggi,jarang
1818,tinggi,tinggi,iya,tinggi,jarang
1819,sedang,tinggi,iya,rendah,sering
1820,sedang,rendah,iya,sedang,jarang
1821,rendah,sedang,iya,sedang,jarang
1822,rendah,sedang,iya,rendah,jarang
1823,sedang,sedang,iya,tinggi,sering
1824,tinggi,sedang,iya,rendah,jarang
1825,sedang,sedang,iya,sedang,jarang
1826,sedang,rendah,iya,sedang,jarang
1827,rendah,tinggi,iya,rendah,jarang
1828,tinggi,rendah,tidak,tinggi,jarang
1829,tinggi,sedang,iya,tinggi,jarang
1830,sedang,sedang,tidak,sedang,jarang
1831,tinggi,tinggi,tidak,rendah,jarang
1832,sedang,tinggi,iya,rendah,jarang
1833,sedang,sedang,tidak,sedang,sering
1834,tinggi,rendah,iya,rendah,sering
1835,tinggi,sedang,tidak,sedang,jarang
1836,sedang,rendah,iya,tinggi,sering
1837,rendah,sedang,iya,sedang,sering
1838,sedang,sedang,iya,tinggi,sering
1839,tinggi,rendah,iya,sedang,jarang
1840,rendah,sedang,iya,sedang,sering
1841,sedang,tinggi,iya,tinggi,jarang
1842,sedang,tinggi,iya,sedang,jarang
1843,sedang,sedang,tidak,tinggi,jarang
1844,sedang,rendah,iya,rendah,jarang
1845,tinggi,rendah,iya,rendah,jarang
1846,rendah,sedang,iya,tinggi,jarang
1847,rendah,tinggi,iya,sedang,sering
1848,rendah,rendah,iya,tinggi,jarang
1849,tinggi,tinggi,tidak,tinggi,jarang
1850,sedang,rendah,tidak,rendah,jarang
1851,sedang,tinggi,tidak,sedang,jarang
1852,tinggi,sedang,iya,sedang,jarang
1853,tinggi,tinggi,iya,sedang,sering
1854,tinggi,sedang,tidak,tinggi,jarang
1855,tinggi,sedang,iya,rendah,jarang
1856,sedang,rendah,iya,sedang,sering
1857,tinggi,rendah,iya,tinggi,jarang
1858,sedang,tinggi,tidak,rendah,sering
1859,tinggi,tinggi,tidak,tinggi,jarang
1860,tinggi,tinggi,tidak,sedang,jarang
1861,tinggi,sedang,tidak,tinggi,jarang
1862,sedang,tinggi,tidak,sedang,jarang
1863,rendah,rendah,tidak,rendah,jarang
1864,sedang,sedang,iya,sedang,sering
1865,tinggi,sedang,tidak,rendah,sering
