responden_id,gaya_kelekatan,kebutuhan_validasi,kontrol_diri,impulsif,empati_pasangan
1206,aman,tinggi,rendah,tidak,tinggi
1207,menghindar,tinggi,rendah,tidak,rendah
1208,aman,tinggi,rendah,tidak,rendah
1209,cemas,sedang,tinggi,iya,rendah
1210,aman,tinggi,tinggi,tidak,tinggi
1211,menghindar,rendah,tinggi,tidak,tinggi
1212,aman,sedang,rendah,tidak,rendah
1213,aman,sedang,rendah,tidak,rendah
1214,aman,rendah,tinggi,tidak,tinggi
1215,aman,sedang,tinggi,tidak,rendah
1216,cemas,rendah,tinggi,tidak,tinggi
1217,aman,tinggi,rendah,tidak,rendah
1218,cemas,sedang,tinggi,iya,tinggi
1219,menghindar,sedang,tinggi,tidak,rendah
1220,menghindar,rendah,tinggi,tidak,tinggi
1221,menghindar,rendah,rendah,iya,tinggi
1222,aman,tinggi,tinggi,iya,rendah
1223,aman,tinggi,rendah,tidak,tinggi
1224,cemas,tinggi,tinggi,iya,tinggi
1225,aman,rendah,rendah,tidak,rendah
1226,menghindar,rendah,tinggi,iya,tinggi
1227,aman,sedang,tinggi,tidak,tinggi
1228,menghindar,sedang,rendah,iya,tinggi
1229,aman,rendah,tinggi,iya,rendah
1230,menghindar,sedang,rendah,tidak,rendah
1231,aman,sedang,tinggi,iya,rendah
1232,aman,rendah,rendah,tidak,tinggi
1233,cemas,sedang,rendah,tidak,tinggi
1234,aman,sedang,tinggi,tidak,tinggi
1235,cemas,sedang,rendah,iya,tinggi
1236,cemas,sedang,tinggi,tidak,rendah
1237,aman,sedang,tinggi,tidak,tinggi
1238,menghindar,rendah,tinggi,tidak,rendah
1239,aman,tinggi,tinggi,tidak,tinggi
1240,cemas,tinggi,rendah,tidak,tinggi
1241,cemas,sedang,tinggi,iya,tinggi
1242,cemas,rendah,rendah,iya,rendah
1243,aman,sedang,tinggi,tidak,tinggi
1244,aman,sedang,tinggi,tidak,tinggi
1245,cemas,tinggi,tinggi,tidak,tinggi
1246,aman,tinggi,rendah,tidak,tinggi
1247,aman,tinggi,tinggi,tidak,rendah
1248,cemas,rendah,tinggi,tidak,tinggi
1249,cemas,tinggi,tinggi,tidak,tinggi
1250,aman,sedang,rendah,tidak,rendah
1251,aman,tinggi,tinggi,iya,rendah
1252,aman,sedang,rendah,iya,tinggi
1253,aman,sedang,tinggi,tidak,tinggi
1254,aman,sedang,tinggi,iya,rendah
1255,aman,rendah,rendah,tidak,rendah
1256,menghindar,sedang,rendah,iya,rendah
1257,cemas,tinggi,tinggi,iya,tinggi
1258,aman,rendah,rendah,iya,tinggi
1259,aman,rendah,rendah,tidak,tinggi
1260,cemas,rendah,tinggi,tidak,rendah
1261,aman,sedang,tinggi,tidak,tinggi
1262,cemas,tinggi,tinggi,tidak,rendah
1263,menghindar,rendah,rendah,tidak,tinggi
1264,cemas,rendah,rendah,tidak,rendah
1265,aman,tinggi,tinggi,iya,tinggi
1266,cemas,tinggi,tinggi,tidak,tinggi
1267,menghindar,rendah,tinggi,tidak,tinggi
1268,cemas,tinggi,tinggi,tidak,rendah
1269,cemas,sedang,tinggi,tidak,tinggi
1270,aman,tinggi,rendah,tidak,tinggi
1271,aman,sedang,tinggi,tidak,rendah
1272,cemas,tinggi,tinggi,tidak,rendah
1273,menghindar,rendah,tinggi,tidak,tinggi
1274,cemas,rendah,tinggi,tidak,rendah
1275,cemas,sedang,tinggi,tidak,tinggi
1276,aman,sedang,tinggi,iya,rendah
1277,aman,tinggi,rendah,tidak,tinggi
1278,cemas,sedang,tinggi,iya,tinggi
1279,aman,rendah,tinggi,tidak,rendah
1280,cemas,sedang,tinggi,tidak,tinggi
1281,aman,sedang,tinggi,tidak,tinggi
1282,cemas,tinggi,tinggi,tidak,rendah
1283,menghindar,sedang,tinggi,tidak,tinggi
1284,aman,sedang,tinggi,tidak,tinggi
1285,aman,sedang,tinggi,tidak,rendah
1286,cemas,tinggi,tinggi,tidak,tinggi
1287,menghindar,sedang,tinggi,iya,tinggi
1288,cemas,rendah,tinggi,iya,rendah
1289,aman,tinggi,tinggi,tidak,tinggi
1290,aman,sedang,rendah,tidak,tinggi
1291,aman,sedang,rendah,tidak,tinggi
1292,aman,tinggi,tinggi,tidak,rendah
1293,menghindar,tinggi,tinggi,iya,tinggi
1294,menghindar,tinggi,rendah,tidak,tinggi
1295,aman,tinggi,rendah,tidak,tinggi
1296,aman,rendah,rendah,tidak,rendah
1297,aman,sedang,tinggi,iya,rendah
1298,menghindar,sedang,tinggi,tidak,tinggi
1299,cemas,sedang,rendah,tidak,rendah
1300,cemas,tinggi,tinggi,iya,tinggi
1301,aman,tinggi,rendah,tidak,tinggi
1302,cemas,sedang,tinggi,tidak,tinggi
1303,aman,tinggi,tinggi,iya,tinggi
1304,aman,rendah,tinggi,tidak,rendah
1305,cemas,sedang,rendah,iya,tinggi
1306,cemas,sedang,rendah,tidak,tinggi
1307,aman,sedang,tinggi,tidak,tinggi
1308,aman,rendah,rendah,iya,rendah
1309,aman,tinggi,tinggi,tidak,tinggi
1310,aman,sedang,tinggi,iya,tinggi
1311,cemas,tinggi,tinggi,iya,rendah
1312,menghindar,sedang,tinggi,tidak,tinggi
1313,aman,rendah,rendah,iya,tinggi
1314,aman,sedang,tinggi,iya,tinggi
1315,aman,sedang,tinggi,tidak,tinggi
1316,cemas,tinggi,rendah,tidak,tinggi
1317,aman,rendah,tinggi,tidak,tinggi
1318,cemas,tinggi,tinggi,tidak,tinggi
1319,aman,tinggi,tinggi,tidak,rendah
1320,cemas,tinggi,rendah,tidak,tinggi
1321,menghindar,sedang,tinggi,tidak,tinggi
1322,menghindar,tinggi,tinggi,tidak,tinggi
1323,menghindar,sedang,rendah,tidak,tinggi
1324,cemas,rendah,tinggi,tidak,rendah
1325,menghindar,rendah,tinggi,tidak,tinggi
1326,aman,tinggi,tinggi,iya,tinggi
1327,aman,rendah,tinggi,tidak,tinggi
1328,aman,sedang,tinggi,tidak,rendah
1329,cemas,rendah,rendah,tidak,tinggi
1330,menghindar,rendah,tinggi,tidak,rendah
1331,aman,rendah,tinggi,tidak,tinggi
1332,cemas,tinggi,rendah,iya,tinggi
1333,cemas,sedang,tinggi,tidak,tinggi
1334,menghindar,tinggi,tinggi,iya,rendah
1335,cemas,sedang,tinggi,tidak,rendah
1336,menghindar,tinggi,tinggi,tidak,tinggi
1337,aman,sedang,tinggi,iya,tinggi
1338,aman,sedang,rendah,iya,tinggi
1339,cemas,sedang,tinggi,tidak,tinggi
1340,aman,sedang,tinggi,iya,tinggi
1341,aman,tinggi,rendah,tidak,rendah
1342,cemas,sedang,rendah,iya,tinggi
1343,cemas,tinggi,tinggi,tidak,tinggi
1344,cemas,tinggi,tinggi,iya,tinggi
1345,aman,rendah,rendah,tidak,tinggi
1346,cemas,sedang,rendah,tidak,tinggi
1347,aman,rendah,rendah,iya,rendah
1348,aman,sedang,tinggi,tidak,tinggi
1349,cemas,sedang,rendah,tidak,rendah
1350,aman,tinggi,tinggi,tidak,tinggi
1351,aman,rendah,rendah,iya,tinggi
1352,cemas,rendah,tinggi,iya,tinggi
1353,aman,rendah,tinggi,iya,tinggi
1354,menghindar,sedang,tinggi,iya,rendah
1355,cemas,tinggi,tinggi,tidak,tinggi
1356,menghindar,tinggi,rendah,tidak,rendah
1357,aman,sedang,tinggi,tidak,rendah
1358,cemas,tinggi,rendah,tidak,rendah
1359,aman,sedang,tinggi,tidak,rendah
1360,menghindar,rendah,rendah,tidak,tinggi
1361,aman,rendah,tinggi,tidak,tinggi
1362,aman,tinggi,tinggi,iya,tinggi
1363,menghindar,sedang,tinggi,tidak,tinggi
1364,aman,sedang,tinggi,iya,rendah
1365,aman,sedang,tinggi,iya,rendah
1366,aman,sedang,tinggi,iya,tinggi
1367,cemas,tinggi,tinggi,iya,tinggi
1368,aman,rendah,rendah,tidak,tinggi
1369,aman,tinggi,tinggi,tidak,rendah
1370,aman,sedang,tinggi,iya,tinggi
1371,cemas,rendah,rendah,tidak,rendah
1372,cemas,sedang,tinggi,iya,rendah
1373,aman,sedang,tinggi,tidak,rendah
1374,aman,sedang,tinggi,tidak,tinggi
1375,aman,sedang,tinggi,tidak,tinggi
1376,aman,sedang,tinggi,iya,tinggi
1377,aman,tinggi,rendah,iya,tinggi
1378,aman,sedang,rendah,iya,tinggi
1379,cemas,rendah,tinggi,iya,tinggi
1380,menghindar,sedang,tinggi,tidak,tinggi
1381,aman,sedang,tinggi,tidak,tinggi
1382,cemas,rendah,tinggi,iya,tinggi
1383,cemas,tinggi,rendah,tidak,tinggi
1384,cemas,sedang,tinggi,tidak,tinggi
1385,menghindar,tinggi,rendah,tidak,tinggi
1386,aman,tinggi,rendah,tidak,rendah
1387,aman,sedang,tinggi,iya,tinggi
1388,cemas,sedang,rendah,tidak,rendah
1389,aman,sedang,tinggi,iya,tinggi
1390,aman,sedang,rendah,iya,rendah
1391,aman,tinggi,rendah,tidak,rendah
1392,aman,tinggi,tinggi,tidak,rendah
1393,cemas,rendah,tinggi,tidak,tinggi
1394,aman,sedang,rendah,iya,rendah
1395,aman,tinggi,tinggi,tidak,rendah
1396,aman,sedang,tinggi,tidak,rendah
1397,aman,tinggi,tinggi,iya,tinggi
1398,menghindar,tinggi,rendah,tidak,tinggi
1399,aman,sedang,tinggi,iya,rendah
1400,menghindar,sedang,tinggi,iya,rendah
1401,cemas,sedang,rendah,tidak,tinggi
1402,cemas,sedang,rendah,tidak,tinggi
1403,aman,sedang,tinggi,tidak,rendah
1404,aman,sedang,rendah,iya,tinggi
1405,menghindar,tinggi,rendah,iya,tinggi
1406,menghindar,rendah,rendah,tidak,tinggi
1407,aman,rendah,tinggi,tidak,tinggi
1408,aman,rendah,tinggi,iya,rendah
1409,aman,sedang,rendah,tidak,rendah
1410,menghindar,sedang,tinggi,iya,tinggi
1411,aman,sedang,tinggi,tidak,tinggi
1412,cemas,rendah,rendah,tidak,rendah
1413,cemas,sedang,tinggi,iya,tinggi
1414,cemas,sedang,tinggi,tidak,tinggi
1415,cemas,sedang,tinggi,tidak,rendah
1416,aman,sedang,rendah,tidak,tinggi
1417,menghindar,rendah,tinggi,tidak,rendah
1418,cemas,tinggi,tinggi,iya,rendah
1419,cemas,rendah,tinggi,tidak,rendah
1420,aman,sedang,tinggi,iya,tinggi
1421,cemas,tinggi,rendah,iya,tinggi
1422,aman,sedang,tinggi,iya,tinggi
1423,aman,tinggi,tinggi,iya,tinggi
1424,cemas,rendah,rendah,tidak,tinggi
1425,cemas,sedang,rendah,iya,tinggi
1426,cemas,sedang,rendah,tidak,tinggi
1427,aman,rendah,tinggi,tidak,tinggi
1428,cemas,sedang,tinggi,tidak,tinggi
1429,aman,sedang,tinggi,tidak,tinggi
1430,cemas,sedang,rendah,tidak,tinggi
1431,aman,tinggi,tinggi,tidak,rendah
1432,cemas,rendah,tinggi,tidak,rendah
1433,menghindar,sedang,rendah,tidak,tinggi
1434,aman,sedang,rendah,tidak,tinggi
1435,aman,sedang,rendah,iya,tinggi
1436,cemas,tinggi,tinggi,tidak,tinggi
1437,cemas,sedang,tinggi,tidak,rendah
1438,cemas,rendah,tinggi,tidak,tinggi
1439,cemas,sedang,rendah,tidak,tinggi
1440,aman,tinggi,tinggi,tidak,tinggi
1441,aman,sedang,tinggi,tidak,tinggi
1442,aman,sedang,tinggi,tidak,tinggi
1443,aman,rendah,rendah,tidak,tinggi
1444,cemas,rendah,tinggi,tidak,tinggi
1445,aman,rendah,tinggi,iya,tinggi
1446,menghindar,sedang,rendah,tidak,tinggi
1447,menghindar,tinggi,rendah,iya,tinggi
1448,menghindar,sedang,tinggi,iya,tinggi
1449,menghindar,rendah,tinggi,tidak,tinggi
1450,aman,rendah,tinggi,iya,tinggi
1451,menghindar,sedang,rendah,iya,tinggi
1452,aman,sedang,tinggi,iya,rendah
1453,aman,sedang,rendah,tidak,tinggi
1454,cemas,sedang,tinggi,tidak,rendah
1455,aman,sedang,tinggi,tidak,tinggi
1456,menghindar,rendah,tinggi,tidak,tinggi
1457,cemas,rendah,rendah,iya,rendah
1458,cemas,rendah,tinggi,iya,rendah
1459,aman,rendah,tinggi,tidak,tinggi
1460,cemas,rendah,tinggi,iya,tinggi
1461,aman,sedang,tinggi,iya,tinggi
1462,menghindar,tinggi,tinggi,tidak,tinggi
1463,aman,sedang,tinggi,tidak,rendah
1464,cemas,sedang,rendah,tidak,rendah
1465,aman,tinggi,tinggi,iya,tinggi
1466,aman,rendah,rendah,iya,rendah
1467,aman,tinggi,tinggi,tidak,tinggi
1468,aman,sedang,tinggi,tidak,tinggi
1469,cemas,sedang,rendah,iya,tinggi
1470,aman,sedang,tinggi,iya,rendah
1471,aman,rendah,tinggi,tidak,tinggi
1472,cemas,tinggi,tinggi,tidak,tinggi
1473,aman,rendah,tinggi,iya,tinggi
1474,aman,sedang,tinggi,tidak,tinggi
1475,menghindar,sedang,tinggi,tidak,tinggi
1476,aman,rendah,rendah,iya,rendah
1477,aman,rendah,rendah,tidak,tinggi
1478,aman,rendah,tinggi,iya,tinggi
1479,aman,rendah,tinggi,tidak,tinggi
1480,cemas,tinggi,rendah,tidak,rendah
1481,aman,sedang,tinggi,tidak,rendah
1482,cemas,rendah,rendah,tidak,tinggi
1483,aman,sedang,tinggi,tidak,rendah
1484,aman,tinggi,rendah,iya,rendah
1485,aman,rendah,tinggi,tidak,tinggi
1486,cemas,rendah,tinggi,iya,tinggi
1487,menghindar,tinggi,tinggi,tidak,rendah
1488,cemas,rendah,tinggi,tidak,tinggi
1489,menghindar,sedang,tinggi,tidak,tinggi
1490,aman,rendah,tinggi,iya,tinggi
1491,aman,tinggi,tinggi,tidak,tinggi
1492,aman,tinggi,rendah,tidak,rendah
1493,aman,tinggi,tinggi,iya,tinggi
1494,aman,sedang,tinggi,tidak,rendah
1495,aman,sedang,tinggi,tidak,tinggi
1496,aman,rendah,tinggi,tidak,tinggi
1497,aman,tinggi,tinggi,tidak,rendah
1498,aman,tinggi,tinggi,tidak,tinggi
1499,aman,sedang,tinggi,iya,rendah
1500,menghindar,sedang,rendah,iya,rendah
1501,aman,rendah,tinggi,iya,tinggi
1502,cemas,sedang,rendah,tidak,tinggi
1503,cemas,sedang,rendah,iya,rendah
1504,aman,sedang,tinggi,tidak,tinggi
1505,aman,sedang,rendah,tidak,rendah
1506,aman,rendah,tinggi,tidak,rendah
1507,cemas,tinggi,tinggi,iya,rendah
1508,aman,tinggi,tinggi,tidak,rendah
1509,aman,tinggi,rendah,tidak,rendah
1510,aman,sedang,rendah,iya,tinggi
1511,menghindar,sedang,tinggi,tidak,tinggi
1512,aman,rendah,rendah,tidak,tinggi
1513,cemas,tinggi,tinggi,tidak,tinggi
1514,aman,sedang,tinggi,iya,tinggi
1515,menghindar,sedang,tinggi,tidak,rendah
1516,cemas,sedang,tinggi,tidak,rendah
1517,aman,tinggi,rendah,iya,rendah
1518,menghindar,rendah,tinggi,tidak,tinggi
1519,cemas,rendah,rendah,tidak,rendah
1520,aman,sedang,tinggi,iya,tinggi
1521,aman,tinggi,tinggi,tidak,tinggi
1522,cemas,sedang,rendah,tidak,tinggi
1523,menghindar,sedang,rendah,tidak,tinggi
1524,cemas,sedang,tinggi,tidak,rendah
1525,cemas,sedang,tinggi,iya,rendah
1526,cemas,sedang,rendah,tidak,tinggi
1527,aman,sedang,tinggi,tidak,rendah
1528,cemas,rendah,tinggi,iya,rendah
1529,aman,tinggi,tinggi,tidak,tinggi
1530,menghindar,sedang,tinggi,tidak,tinggi
1531,cemas,tinggi,rendah,tidak,tinggi
1532,cemas,rendah,tinggi,tidak,tinggi
1533,aman,sedang,tinggi,tidak,tinggi
1534,aman,tinggi,tinggi,tidak,tinggi
1535,aman,rendah,tinggi,tidak,rendah
1536,cemas,sedang,tinggi,iya,tinggi
1537,cemas,sedang,rendah,iya,tinggi
1538,aman,tinggi,tinggi,tidak,tinggi
1539,cemas,rendah,tinggi,tidak,tinggi
1540,menghindar,rendah,rendah,tidak,tinggi
1541,aman,tinggi,tinggi,tidak,tinggi
1542,aman,sedang,rendah,iya,rendah
1543,cemas,rendah,tinggi,iya,tinggi
1544,cemas,rendah,tinggi,tidak,tinggi
1545,cemas,tinggi,tinggi,tidak,rendah
1546,cemas,rendah,tinggi,tidak,rendah
1547,menghindar,sedang,tinggi,tidak,tinggi
1548,aman,sedang,tinggi,iya,tinggi
1549,aman,tinggi,tinggi,iya,tinggi
1550,aman,tinggi,rendah,tidak,tinggi
1551,aman,sedang,rendah,tidak,tinggi
1552,aman,rendah,tinggi,tidak,tinggi
1553,aman,tinggi,tinggi,iya,rendah
1554,menghindar,sedang,tinggi,iya,rendah
1555,menghindar,tinggi,tinggi,tidak,tinggi
1556,aman,sedang,tinggi,iya,tinggi
1557,cemas,sedang,rendah,tidak,tinggi
1558,cemas,rendah,tinggi,tidak,tinggi
1559,menghindar,sedang,tinggi,iya,tinggi
1560,cemas,sedang,tinggi,tidak,rendah
1561,aman,sedang,tinggi,iya,rendah
1562,cemas,rendah,tinggi,tidak,tinggi
1563,cemas,rendah,tinggi,tidak,rendah
1564,cemas,rendah,tinggi,tidak,tinggi
1565,menghindar,sedang,tinggi,tidak,tinggi
1566,menghindar,tinggi,tinggi,tidak,tinggi
1567,cemas,sedang,rendah,tidak,tinggi
1568,cemas,sedang,rendah,tidak,tinggi
1569,menghindar,rendah,rendah,tidak,tinggi
1570,aman,sedang,tinggi,iya,rendah
1571,aman,sedang,rendah,tidak,tinggi
1572,aman,tinggi,tinggi,iya,tinggi
1573,menghindar,tinggi,tinggi,tidak,tinggi
1574,cemas,sedang,tinggi,tidak,tinggi
1575,aman,tinggi,rendah,tidak,rendah
1576,menghindar,rendah,rendah,tidak,tinggi
1577,cemas,sedang,rendah,tidak,rendah
1578,menghindar,rendah,tinggi,tidak,tinggi
1579,aman,sedang,tinggi,tidak,tinggi
1580,cemas,rendah,tinggi,iya,tinggi
1581,cemas,sedang,tinggi,tidak,rendah
1582,cemas,sedang,tinggi,iya,rendah
1583,cemas,tinggi,rendah,tidak,tinggi
1584,menghindar,sedang,tinggi,iya,tinggi
1585,aman,rendah,tinggi,tidak,tinggi
1586,menghindar,sedang,tinggi,iya,tinggi
1587,aman,tinggi,rendah,tidak,tinggi
1588,aman,tinggi,tinggi,tidak,tinggi
1589,aman,sedang,rendah,tidak,tinggi
1590,aman,tinggi,tinggi,tidak,tinggi
1591,aman,tinggi,tinggi,iya,tinggi
1592,menghindar,rendah,tinggi,iya,tinggi
1593,cemas,rendah,tinggi,iya,tinggi
1594,aman,rendah,rendah,tidak,tinggi
1595,cemas,sedang,tinggi,iya,tinggi
1596,aman,sedang,rendah,tidak,rendah
1597,aman,tinggi,tinggi,tidak,rendah
1598,cemas,sedang,tinggi,iya,tinggi
1599,cemas,sedang,tinggi,tidak,tinggi
1600,cemas,sedang,tinggi,tidak,tinggi
1601,aman,rendah,tinggi,tidak,tinggi
1602,cemas,rendah,tinggi,tidak,rendah
1603,cemas,sedang,rendah,tidak,rendah
1604,menghindar,sedang,tinggi,tidak,tinggi
1605,aman,tinggi,tinggi,iya,tinggi
1606,cemas,sedang,tinggi,iya,tinggi
1607,cemas,tinggi,tinggi,iya,rendah
1608,menghindar,sedang,tinggi,tidak,tinggi
1609,aman,sedang,tinggi,iya,tinggi
1610,cemas,sedang,rendah,iya,rendah
1611,aman,rendah,tinggi,tidak,tinggi
1612,cemas,rendah,tinggi,tidak,tinggi
1613,aman,rendah,tinggi,tidak,rendah
1614,aman,sedang,rendah,tidak,tinggi
1615,cemas,sedang,tinggi,tidak,rendah
1616,aman,rendah,rendah,tidak,rendah
1617,aman,sedang,tinggi,tidak,rendah
1618,aman,rendah,rendah,tidak,tinggi
1619,aman,tinggi,tinggi,tidak,tinggi
1620,menghindar,tinggi,rendah,iya,tinggi
1621,cemas,tinggi,rendah,iya,tinggi
1622,menghindar,sedang,tinggi,tidak,tinggi
1623,aman,rendah,rendah,tidak,tinggi
1624,menghindar,tinggi,rendah,tidak,tinggi
1625,aman,rendah,rendah,tidak,tinggi
1626,cemas,rendah,tinggi,tidak,rendah
1627,aman,rendah,tinggi,iya,tinggi
1628,cemas,sedang,rendah,tidak,tinggi
1629,cemas,sedang,tinggi,iya,tinggi
1630,aman,sedang,rendah,iya,rendah
1631,aman,sedang,tinggi,tidak,tinggi
1632,cemas,rendah,tinggi,tidak,tinggi
1633,aman,tinggi,tinggi,tidak,tinggi
1634,aman,sedang,tinggi,tidak,rendah
1635,aman,sedang,rendah,tidak,rendah
1636,cemas,sedang,rendah,iya,tinggi
1637,menghindar,rendah,tinggi,iya,tinggi
1638,aman,rendah,rendah,iya,tinggi
1639,aman,sedang,rendah,tidak,tinggi
1640,menghindar,rendah,rendah,tidak,rendah
1641,cemas,rendah,tinggi,tidak,tinggi
1642,aman,tinggi,tinggi,tidak,tinggi
1643,menghindar,sedang,rendah,tidak,tinggi
1644,aman,sedang,rendah,tidak,tinggi
1645,aman,sedang,tinggi,tidak,tinggi
1646,menghindar,tinggi,rendah,iya,tinggi
1647,menghindar,rendah,tinggi,iya,tinggi
1648,aman,tinggi,rendah,tidak,tinggi
1649,aman,sedang,tinggi,iya,tinggi
1650,aman,rendah,tinggi,tidak,rendah
1651,aman,rendah,rendah,tidak,tinggi
1652,aman,sedang,tinggi,iya,tinggi
1653,aman,sedang,tinggi,tidak,tinggi
1654,menghindar,rendah,tinggi,iya,tinggi
1655,menghindar,sedang,tinggi,iya,tinggi
1656,cemas,sedang,rendah,iya,tinggi
1657,cemas,sedang,rendah,iya,rendah
1658,aman,tinggi,rendah,tidak,tinggi
1659,aman,tinggi,rendah,tidak,rendah
1660,aman,sedang,tinggi,tidak,tinggi
1661,cemas,tinggi,tinggi,tidak,tinggi
1662,aman,rendah,tinggi,tidak,rendah
1663,menghindar,rendah,tinggi,iya,tinggi
1664,cemas,sedang,tinggi,tidak,tinggi
1665,aman,sedang,tinggi,iya,tinggi
1666,aman,sedang,rendah,iya,tinggi
1667,cemas,sedang,tinggi,tidak,tinggi
1668,menghindar,rendah,tinggi,tidak,tinggi
1669,cemas,rendah,rendah,tidak,rendah
1670,aman,tinggi,rendah,tidak,tinggi
1671,cemas,tinggi,tinggi,tidak,rendah
1672,aman,sedang,tinggi,tidak,rendah
1673,menghindar,sedang,rendah,iya,tinggi
1674,cemas,sedang,tinggi,tidak,tinggi
1675,cemas,rendah,tinggi,iya,tinggi
1676,aman,sedang,tinggi,iya,tinggi
1677,cemas,sedang,rendah,tidak,tinggi
1678,aman,sedang,rendah,tidak,rendah
1679,aman,rendah,tinggi,iya,tinggi
1680,aman,tinggi,tinggi,iya,rendah
1681,menghindar,tinggi,tinggi,tidak,tinggi
1682,cemas,rendah,rendah,tidak,tinggi
1683,aman,sedang,tinggi,tidak,tinggi
1684,menghindar,tinggi,rendah,tidak,tinggi
1685,aman,rendah,tinggi,tidak,tinggi
1686,aman,sedang,tinggi,tidak,rendah
1687,aman,sedang,tinggi,iya,tinggi
1688,cemas,sedang,rendah,tidak,tinggi
1689,cemas,tinggi,rendah,tidak,tinggi
1690,aman,sedang,tinggi,tidak,rendah
1691,cemas,rendah,tinggi,iya,tinggi
1692,aman,rendah,tinggi,tidak,rendah
1693,cemas,rendah,tinggi,iya,rendah
1694,aman,sedang,tinggi,tidak,tinggi
1695,cemas,sedang,tinggi,tidak,tinggi
1696,cemas,rendah,tinggi,tidak,rendah
1697,cemas,sedang,rendah,iya,tinggi
1698,aman,sedang,tinggi,tidak,tinggi
1699,cemas,rendah,rendah,tidak,tinggi
1700,aman,sedang,tinggi,iya,tinggi
1701,menghindar,sedang,rendah,iya,rendah
1702,aman,sedang,tinggi,tidak,rendah
1703,aman,sedang,tinggi,iya,tinggi
1704,cemas,sedang,tinggi,tidak,rendah
1705,cemas,tinggi,tinggi,tidak,rendah
1706,aman,sedang,rendah,tidak,tinggi
1707,menghindar,sedang,tinggi,tidak,rendah
1708,menghindar,sedang,rendah,tidak,tinggi
1709,cemas,rendah,rendah,tidak,tinggi
1710,aman,sedang,rendah,tidak,tinggi
1711,cemas,sedang,rendah,tidak,tinggi
1712,aman,rendah,tinggi,tidak,rendah
1713,aman,sedang,tinggi,tidak,tinggi
1714,menghindar,rendah,tinggi,tidak,tinggi
1715,menghindar,sedang,rendah,tidak,tinggi
1716,menghindar,rendah,rendah,iya,rendah
1717,aman,rendah,rendah,tidak,tinggi
1718,aman,tinggi,rendah,tidak,tinggi
1719,aman,tinggi,rendah,tidak,rendah
1720,aman,rendah,rendah,iya,rendah
1721,aman,sedang,tinggi,tidak,rendah
1722,aman,rendah,tinggi,tidak,tinggi
1723,cemas,sedang,tinggi,tidak,rendah
1724,cemas,sedang,rendah,iya,tinggi
1725,cemas,rendah,tinggi,tidak,tinggi
1726,menghindar,sedang,tinggi,tidak,tinggi
1727,aman,rendah,rendah,tidak,tinggi
1728,aman,rendah,rendah,tidak,tinggi
1729,cemas,tinggi,rendah,tidak,tinggi
1730,cemas,sedang,rendah,iya,tinggi
1731,cemas,sedang,tinggi,tidak,tinggi
1732,aman,sedang,rendah,tidak,rendah
1733,aman,sedang,tinggi,tidak,rendah
1734,cemas,sedang,rendah,tidak,rendah
1735,menghindar,sedang,tinggi,tidak,tinggi
1736,menghindar,sedang,rendah,tidak,rendah
1737,cemas,sedang,tinggi,iya,tinggi
1738,cemas,sedang,rendah,tidak,tinggi
1739,menghindar,sedang,rendah,tidak,rendah
1740,cemas,sedang,tinggi,iya,tinggi
1741,cemas,sedang,tinggi,tidak,tinggi
1742,menghindar,sedang,rendah,iya,tinggi
1743,cemas,sedang,tinggi,tidak,tinggi
1744,menghindar,sedang,tinggi,tidak,tinggi
1745,aman,tinggi,tinggi,tidak,rendah
1746,cemas,sedang,tinggi,tidak,rendah
1747,menghindar,tinggi,tinggi,tidak,tinggi
1748,aman,sedang,rendah,iya,tinggi
1749,cemas,tinggi,rendah,iya,rendah
1750,aman,sedang,rendah,tidak,rendah
1751,menghindar,tinggi,tinggi,iya,tinggi
1752,cemas,rendah,tinggi,tidak,tinggi
1753,aman,rendah,tinggi,iya,tinggi
1754,aman,sedang,tinggi,tidak,tinggi
1755,cemas,tinggi,tinggi,iya,rendah
1756,cemas,sedang,tinggi,tidak,tinggi
1757,aman,rendah,tinggi,iya,rendah
1758,menghindar,sedang,tinggi,iya,tinggi
1759,cemas,sedang,rendah,tidak,tinggi
1760,cemas,sedang,tinggi,tidak,tinggi
1761,aman,sedang,tinggi,iya,tinggi
1762,menghindar,tinggi,tinggi,tidak,rendah
1763,aman,tinggi,tinggi,tidak,tinggi
1764,cemas,rendah,tinggi,tidak,tinggi
1765,menghindar,sedang,tinggi,iya,tinggi
1766,aman,sedang,tinggi,tidak,rendah
1767,cemas,sedang,rendah,tidak,rendah
1768,aman,rendah,rendah,iya,tinggi
1769,cemas,tinggi,tinggi,tidak,tinggi
1770,cemas,sedang,tinggi,tidak,rendah
1771,menghindar,tinggi,tinggi,tidak,tinggi
1772,menghindar,tinggi,tinggi,iya,rendah
1773,cemas,rendah,tinggi,tidak,rendah
1774,cemas,tinggi,rendah,tidak,rendah
1775,cemas,sedang,tinggi,iya,rendah
1776,aman,sedang,tinggi,tidak,tinggi
1777,cemas,sedang,tinggi,iya,tinggi
1778,menghindar,sedang,tinggi,tidak,rendah
1779,aman,sedang,tinggi,iya,tinggi
1780,aman,sedang,tinggi,tidak,tinggi
1781,aman,rendah,rendah,iya,tinggi
1782,aman,sedang,rendah,tidak,tinggi
1783,aman,rendah,rendah,tidak,tinggi
1784,aman,rendah,rendah,iya,tinggi
1785,aman,sedang,rendah,tidak,tinggi
1786,cemas,sedang,rendah,iya,rendah
1787,aman,sedang,tinggi,tidak,tinggi
